Defibrillator,addressName,longitude,latitude
2019-574,"CALLE del Carmen 4, 28013, Madrid",-4.40322,44.4334
2019-784,"CALLE de Miguel Yuste 21, 28037, Madrid",-4.4704,44.6673
2019-786,"PLAZA de Águeda Díez 4, 28019, Madrid",-4.37857,44.1312
2019-787,"AVDA Guadalajara 2, 28805, Alcalá de Henares",-4.69427,44.1697
2019-788,"PLAZA de Navarra SN, 28804, Alcalá de Henares",-4.70382,44.1831
2019-789,"CALLE de Valportillo I 22, 28108, Alcobendas",-4.44673,44.7108
2019-790,"CALLE Cáceres 20, 28922, Alcorcón",-4.29234,44.6658
2019-791,"CALLE de la Libertad 2, 28300, Aranjuez",-4.50324,44.1915
2019-818,"CALLE de Fernández de la Hoz 25, 28010, Madrid",-4.41051,44.6234
2019-1303,"CALLE de los Barros 11, 28053, Madrid",-4.43303,44.9782
2019-2588,"CALLE del Marqués de Valdeiglesias 1, 28004, Madrid",-4.40864,44.4532
2019-2752,"CALLE del Camino Sur 10-12, 28109, Alcobendas",-4.45594,44.4707
2019-290,"CALLE CENTRO CULTURAL DE ENTREMONTES 3, 28232, Rozas de Madrid, Las",-4.22141,44.5384
2019-289,"CALLE CENTRO CIVICO LAS MATAS 31, 28290, Rozas de Madrid, Las",-4.24336,44.9561
2019-2795,"CALLE ENTRADA COLEGIO NUESTRA SEÑORA DE LORETO 42, 28001, Madrid",-4.42376,44.5493
2019-2796,"AVDA Doctor Toledo 44, 28231, Rozas de Madrid, Las",-4.2626,44.3083
2019-293,"AVDA CENTRO DE LA JUVENTUD NUESTRA SEÑORA DEL RETAMAR 8, 28232, Rozas de Madrid, Las",-4.24618,44.4376
2019-2797,"CALLE de Nanclares de Oca 5, 28022, Madrid",-4.51274,44.7484
2019-2798,"AVDA A la derecha de recepción junto equipo fichaje 3, 28350, Ciempozuelos",-4.47875,44.5778
2019-2799,"CALLE VESTIBULO, ENTRADA DE OFICINAS 0, 28806, Alcalá de Henares",-4.66973,44.3649
2019-2805,"CALLE de Amaniel 2, 28015, Madrid",-4.3985,44.5168
2019-97,"CTRA de Chinchón 3, 28529, Arganda del Rey",-4.56325,44.017
2019-432,"PLAZA de España 1, 28609, Sevilla la Nueva",-4.1277,44.6836
2019-433,"AVDA de Alfonso XIII 155, 28016, Madrid",-4.42511,44.9046
2019-434,"CALLE Villanueva 20, 28609, Sevilla la Nueva",-4.12433,44.6822
2019-437,"CALLE de Rodríguez Marín 32, 28002, Madrid",-4.42263,44.7487
2019-438,"CALLE de El Espinar 41, 28025, Madrid",-4.36962,44.0709
2019-512,"PLAZA de la Madre María Ana Mogas 12, 28034, Madrid",-4.41605,44.2854
2019-513,"PASEO de la Castellana 67, 28046, Madrid",-4.41108,44.7415
2019-514,"PASEO de la Castellana 67, 28046, Madrid",-4.41108,44.7415
2019-515,"CALLE de Zurbano 7, 28010, Madrid",-4.41141,44.5479
2019-516,"CALLE de Fruela 6, 28011, Madrid",-4.37969,44.3928
2019-517,"PASEO de la Castellana 67, 28046, Madrid",-4.41108,44.4415
2019-521,"PASEO de la Castellana 67, 28046, Madrid",-4.41237,44.7482
2019-522,"PASEO de la Castellana 67, 28046, Madrid",-4.41108,44.7415
2019-523,"PASEO de la Castellana 67, 28046, Madrid",-4.41108,44.7415
2019-524,"CALLE de Ponferrada 14, 28029, Madrid",-4.39641,44.0626
2019-548,"CALLE de Javier del Quinto 12, 28043, Madrid",-4.45589,44.9753
2019-549,"CALLE de Javier del Quinto 12, 28043, Madrid",-4.45589,44.9753
2019-550,"CALLE de Ramón Power 26, 28043, Madrid",-4.46803,44.9379
2019-551,"AVDA de la Barranquilla 1, 28033, Madrid",-4.67496,44.9149
2019-552,"CALLE de Francos Rodríguez 5, 28039, Madrid",-4.40234,44.8494
2019-553,"CMNO Alcorcón 17, 28223, Pozuelo de Alarcón",-4.35479,44.5805
2019-686,"CALLE el Charco 4, 28911, Leganés",-4.34715,44.4385
2019-773,"CALLE Carabanchel 15, 28902, Getafe",-4.38084,44.2687
2019-774,"AVDA de las Arcas del Agua 2, 28905, Getafe",-4.36636,44.063
2019-1327,"C/ SANTA ANA 2, 28944, FUENLABRADA",-4.32786,44.8932
2019-1328,"C/ VIOLETA 7, 28933, MOSTOLES",-4.26341,44.5492
2019-1329,"C/ HERMANOS MACHADO 3, 28935, MOSTOLES",-4.24917,44.4176
2019-1330,"PASEO OLIVOS 70, 28011, MADRID",-4.37374,44.3049
2019-1331,"C/ NICETO ALCALA ZAMORA C/V JOSE PRAT S/N, 28905, GETAFE",-4.53705,44.4108
2019-1332,"C/ CAMERUN S/N, 28907, GETAFE",-4.37869,44.4322
2019-1333,"C/ PINTOR VELAZQUEZ 20, 28933, MOSTOLES",-4.25757,44.4852
2019-1334,"C/ ARTURO SORIA 7, 28806, ALCALA DE HENARES",-4.67105,44.1428
2019-1335,"C/ FERNANDEZ VITORIO 12, 28350, CIEMPOZUELOS",-4.46563,44.5306
2019-1336,"C/ MENDEZ ALVARO 16, 28045, MADRID",-4.41324,44.3009
2019-1337,"C/ ALMAGRO S/N, 28850, TORREJON DE ARDOZ",-4.61768,44.9293
2019-1338,"C/ PINTOR VELAZQUEZ 25, 28935, MOSTOLES",-4.25921,44.4812
2019-1339,"C/ ISAAC PERAL 20, 28500, ARGANDA DEL REY",-4.6273,44.0783
2019-1340,"C/ JAIME I EL CONQUISTADOR 39B, 28982, PARLA",-4.34802,44.4106
2019-1341,"CTRA. GETAFE-LEGANES S/N, 28904, GETAFE",-4.3704,44.3
2019-1342,"C/ ACUARIO 34, 28983, PARLA",-4.35195,44.3003
2019-1343,"AV. ROSA CHACEL 4, 28903, GETAFE",-4.3854,44.4453
2019-1344,"AV. JUAN CARLOS I 19, 28981, PARLA",-4.34642,44.3265
2019-1345,"C/ SAN JUAN 2, 28801, ALCALA DE HENARES",-4.6866,44.1257
2019-1346,"AV. EJERCITO 5, 28802, ALCALA DE HENARES",-4.68039,44.1009
2019-1347,"C/ NUÑEZ GUZMAN 31, 28802, ALCALA DE HENARES",-4.6784,44.067
2019-1348,"AV. CANILLEJAS-VICALVARO 56, 28022, MADRID",-4.48075,44.601
2019-1349,"C/ FUENTE DE SAN PEDRO 6, 28032, MADRID",-4.48876,44.2878
2019-390,"CALLE de Gaztambide 65, 28015, Madrid",-4.63821,44.6865
2019-539,"AVDA de Covibar 10, 28523, Rivas-Vaciamadrid",-4.5337,44.8395
2019-819,"CALLE Diego Marín Aguilera 1, 28919, Leganés",-4.3665,44.7593
2019-823,"CALLE de Luis Moya Blanco 36, 28055, Madrid",-4.47816,44.3056
2019-899,"CALLE Moreras 0, 28221, Majadahonda",-4.26772,44.895
2019-900,"AVDA Guadarrama 7, 28220, Majadahonda",-4.25698,44.1512
2019-901,"CALLE del Romero 0, 28221, Majadahonda",-4.27362,44.1294
2019-902,"PLAZA Cristóbal Colón 0, 28220, Majadahonda",-4.26338,44.0339
2019-903,"PLAZA Mayor 1, 28220, Majadahonda",-4.25876,44.0877
2019-905,"CALLE Valladolid 2, 28804, Alcalá de Henares",-4.70586,44.1698
2019-942,"CALLE de Mir 1, 28052, Madrid",-4.50699,44.2073
2019-1917,"CTRA de la Coruña 21,3, 28232, Rozas de Madrid, Las",-4.25269,44.5415
2019-1918,"PASEO de Recoletos 35, 28004, Madrid",-4.3928,44.7308
2019-1919,"PASEO de la Castellana 10, 28046, Madrid",-4.39272,44.7076
2019-2338,"C/ MONSEÑOR OSCAR ROMERO 17, 28025, MADRID",-4.36948,44.0297
2019-2339,"C/ RIO DE ORO 4, 28019, MADRID",-4.38031,44.1143
2019-2340,"C/ ABIZANDA 70, 28033, MADRID",-4.44734,44.0939
2019-2341,"GTA. RUFINO NOVALVOS 5, 28025, MADRID",-4.37969,44.089
2019-2342,"C/ SANTA ADELA 21, 28033, MADRID",-4.44855,44.1044
2019-2343,"C/ HERMANOS GARCIA NOBLEJAS 70, 28017, MADRID",-4.46373,44.5594
2019-2344,"C/ SOMONTIN 59, 28033, MADRID",-4.44037,44.0988
2019-2345,"C/ GENERAL RICARDOS 179BIS, 28025, MADRID",-4.37498,44.0771
2019-2346,"C/ ANDORRA 19 BIS, 28043, MADRID",-4.45278,44.9243
2019-2347,"C/ GUABAIRO 22, 28047, MADRID",-4.36617,44.0876
2019-2348,"C/ ALFONSO XII 3, 28014, MADRID",-4.41649,44.34
2019-2349,"C/ ALFONSO XII 3, 28014, MADRID",-4.41649,44.34
2019-2350,"C/ ARCOS DE JALON 9, 28037, MADRID",-4.47091,44.4701
2019-2351,"C/ ANDORRA 12, 28043, MADRID",-4.45224,44.9146
2019-2352,"C/ ANDORRA 12, 28043, MADRID",-4.45224,44.9146
2019-2353,"C/ MOTILLA DEL PALANCAR 19, 28043, MADRID",-4.46341,44.9662
2019-2354,"C/ VILLALONSO 10, 28021, MADRID",-4.3982,44.6826
2019-2355,"C/ VILLAESCUSA S/N, 28017, MADRID",-4.46499,44.4697
2019-2356,"C/ ALCONERA 1, 28037, MADRID",-4.47599,44.5688
2019-2357,"AVDA. AMERICA 119, 28042, MADRID",-4.49192,44.7987
2019-2358,"C/ GENERAL RICARDOS 177, 28025, MADRID",-4.37496,44.0771
2019-2359,"C/ GENERAL RICARDOS 177A, 28025, MADRID",-4.37496,44.0771
2019-2360,"AVDA. DE FRANCIA ESQUINA C/ SUIZA, 28939, ARROYOMOLINOS",-4.31672,44.9704
2019-2361,"C/ PADRE VILLACASTIN S/N, 28280, EL ESCORIAL",-4.04661,44.3202
2019-35,"AVDA de Bruselas 0, 28028, Madrid",-4.43765,44.674
2019-37,"PLAZA de Tirso de Molina 14, 28012, Madrid",-4.40183,44.3767
2019-1060,"RONDA SUR 145, 28053, MADRID",-4.43065,44.984
2019-1061,"CALLE DEL VESUBIO 5, 28038, MADRID",-4.45065,44.1048
2019-1062,"CALLE DE LA TIERRUCA 13, 28018, MADRID",-4.44875,44.0671
2019-1063,"AVDA. DE RAFAEL ALBERTI 2, 28038, MADRID",-4.45892,44.15
2019-1064,"CALLE DE LAS LAS MARISMAS 14, 28038, MADRID",-4.44361,44.2587
2019-1065,"AVDA. DE LA ALBUFERA 144, 28038, MADRID",-4.44582,44.1374
2019-1066,"CALLE DE ALMURADIEL 150, 28053, MADRID",-4.42827,44.0163
2019-1067,"PLAZA DE PEÑA MORRAZ 1, 28038, MADRID",-4.44696,44.1424
2019-1068,"PLAZA DE PEÑA MORRAZ 1, 28038, MADRID",-4.44696,44.1424
2019-1069,"CALLE DE SAN FELIU DE GUIXOLS 7, 28038, MADRID",-4.45177,44.1448
2019-1070,"CALLE DE CARTAMA 1, 28018, MADRID",-4.45746,44.0669
2019-1071,"CALLE DE FELIPE DE DIEGO 6, 28018, MADRID",-4.43902,44.0054
2019-1072,"CALLE DEL PUERTO DE BALBARÁN 133, 28018, MADRID",-4.44355,44.9772
2019-1073,"AVDA. DEL PARQUE DE PALOMERAS BAJAS S/N, 28018, MADRID",-4.44233,44.9864
2019-1074,"CALLE DE EDUARDO ROJO 2, 28018, MADRID",-4.43733,44.0972
2019-1075,"CALLE DE LA SERENA 394, 28053, MADRID",-4.43155,44.9778
2019-1076,"CALLE DE MEMBEZAR 25, 28053, MADRID",-4.43282,44.0087
2019-1077,"CALLE DE RODRÍGUEZ ESPINOSA 54, 28053, MADRID",-4.43634,44.1225
2019-1078,"CALLE DE LOS ASTURIANOS 4, 28018, MADRID",-4.45492,44.0347
2019-1079,"RONDA SUR 6, 28053, MADRID",-4.4293,44.9768
2019-1080,"CALLE DE LOS ANDALUCES 36, 28038, MADRID",-4.46067,44.1127
2019-1081,"CALLE DE ANTONIO FOLGUERAS 27, 28018, MADRID",-4.43897,44.1135
2019-1082,"AVDA. DE LA ALBUFERA 78, 28038, MADRID",-4.43732,44.1796
2019-1083,"CALLE DE LEÓN FELIPE 3, 28038, MADRID",-4.45966,44.1071
2019-1084,"CALLE DE NUESTRA SEÑORA DEL PERPETUO SOCORRO 23, 28053, MADRID",-4.43766,44.1561
2019-64,"CALLE Gabriel García Márquez 1, 28232, Rozas de Madrid, Las",-4.24772,44.6386
2019-65,"PASEO de la Castellana 189, 28046, Madrid",-4.41489,44.9827
2019-66,"PASEO de la Castellana 189, 28046, Madrid",-4.41489,44.9827
2019-67,"AVDA Gran Bretaña 0, 28916, Leganés",-4.38055,44.578
2019-68,"CALLE de Manuel Cortina 2, 28010, Madrid",-4.40664,44.5759
2019-69,"CALLE de Miguel Yuste 45, 28037, Madrid",-4.47192,44.6248
2019-141,"CALLE del Marqués de la Valdavia 2, 28012, Madrid",-4.40929,44.3107
2019-142,"CALLE de la Flor Alta 8, 28004, Madrid",-4.39998,44.48
2019-143,"CALLE de Larra 14, 28004, Madrid",-4.40606,44.5489
2019-144,"AVDA de Pedro Díez 3, 28019, Madrid",-4.38093,44.1374
2019-241,"CALLE del Tántalo 21, 28021, Madrid",-4.65541,44.1152
2019-242,"PLAZA del Duque de Pastrana 5, 28036, Madrid",-4.42481,44.9958
2019-318,"CALLE de José Ortega y Gasset 29, 28006, Madrid",-4.42073,44.5777
2019-342,"CALLE Mar Egeo 32, 28221, Majadahonda",-4.26558,44.997
2019-368,"CALLE de Cea Bermúdez 5, 28003, Madrid",-4.40034,44.6685
2019-459,"CTRA Pista de la Cuesta Alta 30, 28350, Ciempozuelos",-4.47473,44.4651
2019-491,"CALLE de Peguerinos 13, 28035, Madrid",-4.37684,44.0032
2019-529,"CALLE de Jorge Juan 20, 28001, Madrid",-4.41882,44.5014
2019-875,"AVDA de los Artesanos 20, 28760, Tres Cantos",-4.40875,44.4918
2019-1753,"AVDA de Cantabria 51, 28042, Madrid",-4.50599,44.9003
2019-1754,"CALLE de San Severo 10, 28042, Madrid",-4.50621,44.9301
2019-1755,"CALLE de San Severo 32, 28042, Madrid",-4.50549,44.9162
2019-1936,"RONDA de Valdecarrizo 21, 28760, Tres Cantos",-4.41218,44.5832
2019-2125,"CAMINO DE LA CANTUEÑA 3, 28982, PARLA",-4.3499,44.521
2019-2126,"C/ RIO GUADIANA 8, 28981, PARLA",-4.34269,44.5194
2019-2127,"C/ LA HABANA 2, 28945, FUENLABRADA",-4.33168,44.9966
2019-2362,"AVDA. JUAN CARLOS I 9, 28905, GETAFE",-4.36077,44.0344
2019-2363,"C/ ENRIQUE GARCIA ALVAREZ S/N, 28031, MADRID",-4.48002,44.8721
2019-2364,"C/ ALICUN 9, 28033, MADRID",-4.44061,44.1132
2019-2365,"C/ VILLAESCUSA 17, 28017, MADRID",-4.46435,44.4803
2019-2366,"C/ HERMANOS GARCIA NOBLEJAS 70, 28017, MADRID",-4.46349,44.5583
2019-2367,"C/ LADERA DE LOS ALMENDROS 45, 28032, MADRID",-4.4692,44.193
2019-2372,"CALLE de Enrique de Prada 9, 28042, Madrid",-4.47962,44.8443
2019-2607,"CALLE del Padre Damián 4, 28036, Madrid",-4.418,44.8308
2019-2608,"CALLE del Padre Damián 4, 28036, Madrid",-4.418,44.8308
2019-2609,"CALLE de Velázquez 157, 28002, Madrid",-4.42106,44.7424
2019-2611,"AVDA Punto Es 10, 28805, Alcalá de Henares",-4.70965,44.5015
2019-2612,"AVDA Punto Es 10, 28805, Alcalá de Henares",-4.70774,44.5221
2019-2613,"CALLE Panamá 10, 28220, Majadahonda",-4.26231,44.1011
2019-2641,"CALLE de San Martín 13, 28680, San Martín de Valdeiglesias",-3.80888,44.9171
2019-2662,"CALLE Monzón 3, 28223, Pozuelo de Alarcón",-4.32756,44.3714
2019-2663,"CALLE Solano 35-37, 28223, Pozuelo de Alarcón",-4.32734,44.3761
2019-2683,"CALLE de Santa Ana 14, 28005, Madrid",-4.40489,44.4002
2019-2684,"CALLE de Santa Ana 14, 28005, Madrid",-4.40489,44.4002
2019-2691,"CALLE del Maestro 9, 28914, Leganés",-4.35889,44.4256
2019-2725,"CALLE COLEGIO LUNA LUNERA - SALA REUNIONES 28, 28939, Arroyomolinos",-4.21843,44.8723
2019-2766,"CALLE Juan de la Cierva 12, 28810, Villalbilla",-4.72784,44.7282
2019-2790,"CALLE CAFETERIA 1, 28350, Ciempozuelos",-4.47106,44.4956
2017-319,"CALLE ENTRADA DEL COLEGIO JESÚS MAESTRO 8, 28003, Madrid",-4.39696,44.6997
2019-2818,"CALLE de la Isla Graciosa 13, 28703, San Sebastián de los Reyes",-4.47873,44.9794
2019-247,"CALLE de Ábalos 5, 28043, Madrid",-4.66647,44.7959
2019-268,"CALLE Comunidad de La Rioja 2, 28231, Rozas de Madrid, Las",-4.25298,44.2681
2019-478,"CALLE de Rafael Villa SN, 28023, Madrid",-4.29799,44.0605
2019-776,"CALLE Jesús Miguel Haddad Blanco 18, 28918, Leganés",-4.34881,44.581
2019-777,"CALLE de Porto Lagos 13, 28924, Alcorcón",-4.30515,44.6732
2019-853,"CALLE del Marqués de Urquijo 4, 28008, Madrid",-4.39198,44.5793
2019-895,"CALLE de Milán 36, 28043, Madrid",-4.45077,44.8886
2019-907,"AVDA Guadarrama 21, 28220, Majadahonda",-4.25266,44.0756
2019-908,"CTRA M-509 (Villanueva del Pardillo) 3, 28220, Majadahonda",-4.24985,44.1191
2019-909,"CALLE Miguel Hernández 17, 28220, Majadahonda",-4.25778,44.0234
2019-974,"CALLE las Pozas 183, 28200, San Lorenzo de El Escorial",-4.04611,44.5231
2019-1000,"CALLE DE LAS MORERAS 221, 28300, ARANJUEZ",-4.50017,44.1795
2019-1002,"CALLE DE LOS CUARTELES 51, 28300, ARANJUEZ",-4.49464,44.1552
2019-1004,"PLAZA DE LA PALOMA 11, 28300, ARANJUEZ",-4.47433,44.0993
2019-1005,"CALLE DEL PRÍNCIPE 38, 28300, ARANJUEZ",-4.48853,44.1855
2019-1006,"AVENIDA MEMORIAL DE LA PAZ DE HIROSHIMA S/N, 28300, ARANJUEZ",-4.49098,44.5242
2019-1007,"AVENIDA DE LOYOLA 23, 28300, ARANJUEZ",-4.47408,44.1016
2019-1008,"CALLE LUCAS JORDÁN 4, 28300, ARANJUEZ",-4.49333,44.1673
2019-1009,"CALLE DE LAS MORERAS 28, 28300, ARANJUEZ",-4.49355,44.1819
2019-1010,"CALLE TOMÁS DÍAZ VÁZQUEZ 8, 28390, BELMONTE DE TAJO",-4.71489,44.2668
2019-1011,"CALLE SOCIEDAD DE COSECHEROS 2, 28370, CHINCHON",-4.64324,44.3102
2019-1012,"CALLE ÁLVAREZ LAVIADA 3, 28370, CHINCHON",-4.64691,44.3298
2019-1085,"CALLE DE LAS MARISMAS 14, 28038, MADRID",-4.44424,44.2563
2019-1086,"CALLE DE MESTANZA 94, 28053, MADRID",-4.42709,44.0348
2019-1087,"CALLE DE GERARDO DIEGO 6, 28018, MADRID",-4.45276,44.0802
2019-1088,"CALLE DEL PUERTO DE VIÑAMALA 11, 28018, MADRID",-4.44154,44.0762
2019-1089,"RONDA SUR 229, 28053, MADRID",-4.43509,44.9416
2019-1090,"CALLE DE MARTOS 120, 28053, MADRID",-4.4377,44.9608
2019-1091,"CAMINO DE VALDERRIBAS 120, 28038, MADRID",-4.44132,44.1848
2019-1092,"CALLE DE SIERRA DE LA SOLANA 2, 28053, MADRID",-4.4306,44.1026
2019-1093,"CALLE DE MOHERNANDO 1, 28038, MADRID",-4.44939,44.1916
2019-1094,"RONDA SUR 229, 28053, MADRID",-4.43545,44.9399
2019-1095,"CALLE DE ZARATÁN 6, 28037, MADRID",-4.46952,44.5564
2019-1096,"CALLE DE CANGAS DE ONÍS 7, 28037, MADRID",-4.46663,44.5684
2019-1097,"CALLE DE MIRASIERRA 29, 28026, MADRID",-4.40188,44.1183
2019-1098,"PLAZA DEL PINTOR LUCAS 17, 28026, MADRID",-4.397,44.1108
2019-1099,"CALLE DE CERECINOS 8, 28026, MADRID",-4.39385,44.0571
2019-1100,"CALLE DE PERALES DE TAJUÑA 1, 28026, MADRID",-4.40624,44.0964
2019-1101,"CALLE DE TOMELLOSO 39, 28026, MADRID",-4.40734,44.0198
2019-1102,"CALLE DEL PARQUE DE LA PALOMA 9, 28026, MADRID",-4.39189,44.0075
2019-1103,"CALLE DEL GENERAL MARVÁ 24-26, 28026, MADRID",-4.39847,44.1187
2019-1104,"CALLE DEL SEGURA 74, 28041, MADRID",-4.38945,44.887
2019-1105,"CALLE DE TOLOSA 2, 28041, MADRID",-4.38976,44.94
2019-1106,"CALLE DE FERNANDO ORTIZ 2, 28041, MADRID",-4.40336,44.8788
2019-1107,"CALLE DE FERNANDO ORTIZ 2, 28041, MADRID",-4.40345,44.8829
2019-1108,"CALLE DE LA OREJA 186, 28041, MADRID",-4.38964,44.9045
2019-1109,"CALLE DE VILLABLANCA 79, 28032, MADRID",-4.49068,44.2993
2019-84,"CALLE de Arapiles 10, 28015, Madrid",-4.40088,44.6071
2019-94,"CALLE de la Princesa 56, 28008, Madrid",-4.39298,44.5744
2019-123,"CALLE de Cifuentes 5, 28021, Madrid",-4.70917,44.6665
2019-457,"CALLE ENTRADA RECEPCION 8,  Rivas-Vaciamadrid",-4.53386,44.7117
2019-458,"CALLE Río Guadalquivir 17, 28906, Getafe",-4.411,44.8232
2019-462,"CALLE Hita 4, 28805, Alcalá de Henares",-4.71576,44.3255
2019-530,"CALLE de la Adaptación 56, 28906, Getafe",-4.42154,44.3012
2019-569,"CTRA M-126 (Mangirón) 5, 28730, Buitrago del Lozoya",-4.46547,45.6404
2019-1323,"CALLE del Cardenal Marcelo Spinola 34, 28016, Madrid",-4.43105,44.9901
2019-2097,"CTRA EDIFICIO SS.CC 0, 28850, Torrejón de Ardoz",-4.61627,44.9941
2019-2128,"C/ LA HABANA 2, 28945, FUENLABRADA",-4.33168,44.9966
2019-2129,"CAMINO DE LA CANTUEÑA S/N, 28982, PARLA",-4.35066,44.5165
2019-2130,"AVDA. LOS SAUCES 53, 28935, MOSTOLES",-4.2086,44.2303
2019-2131,"C/ ANDALUCIA 12, 28941, FUENLABRADA",-4.32233,44.0179
2019-2132,"C/ ANDALUCIA 12, 28941, FUENLABRADA",-4.32233,44.0179
2019-2133,"C/ ORQUIDEA 1, 28933, MOSTOLES",-4.26494,44.5804
2019-2134,"C/ ORQUIDEA 1, 28933, MOSTOLES",-4.26494,44.5804
2019-2135,"AVDA. VIVEROS 1, 28670, VILLAVICIOSA DE ODON",-4.24368,44.8057
2019-2136,"C/ SAN ANTONIO 2, 28670, VILLAVICIOSA DE ODON",-4.234,44.7461
2019-2137,"C/ SAN ANTONIO 2, 28670, VILLAVICIOSA DE ODON",-4.234,44.7461
2019-2138,"C/ TULIPAN 1, 28933, MOSTOLES",-4.25954,44.5418
2019-2139,"C/ TULIPAN 1, 28933, MOSTOLES",-4.25954,44.5418
2019-2140,"CTRA. N-403 (TOLEDO) S/N, 28680, SAN MARTIN VALDEIGLESIAS",-3.80888,44.8715
2019-2141,"SENDA MAFALDA 2, 28905, GETAFE",-4.36462,44.0737
2019-2142,"SENDA MAFALDA 2, 28905, GETAFE",-4.36462,44.0737
2019-2143,"C/ LA ERA 12, 28359, TITULCIA",-4.51408,44.315
2019-1304,"CALLE de Lagasca 88, 28001, Madrid",-4.41949,44.5789
2019-1305,"CALLE José Isbert 8, 28223, Pozuelo de Alarcón",-4.32749,44.1946
2019-1306,"CALLE del Plomo 14, 28045, Madrid",-4.4146,44.1571
2019-1307,"AVDA Principal 6, 28011, Madrid",-4.37195,44.3907
2019-1308,"CALLE de Albasanz 26, 28037, Madrid",-4.46647,44.6423
2019-2373,"CALLE de Jacometrezo 4, 28013, Madrid",-4.39988,44.4637
2019-2374,"CALLE de Jacometrezo 4, 28013, Madrid",-4.39988,44.4637
2019-2628,"AVDA de la Capital de España Madrid 7, 28042, Madrid",-4.47747,44.9468
2019-2819,"CALLE EQUIPO INSTALADO EN EL SALON DE ACTOS. PLANTA -1 13, 28012, Madrid",-4.40818,44.2782
2018-1854,"CALLE DESFIBRILADOR UBICADO EN GIMNASIO SEMISÓTANO PABELLÓN POLIDEPORTI 24, 28109, Alcobendas",-4.46599,44.6489
2019-2820,"CALLE de Abril 62, 28022, Madrid",-4.52276,44.7305
2019-2824,"AVDA de Séneca 4, 28040, Madrid",-4.38456,44.6486
2019-2825,"CALLE de Ramiro de Maeztu 8, 28040, Madrid",-4.38879,44.7833
2019-2826,"PASEO de la Castellana 135, 28046, Madrid",-4.414,44.8994
2019-2827,"CALLE CENTRO COMERVIAL VALENCIA 0, 28830, San Fernando de Henares",-4.54727,44.5307
2019-24,"CALLE INSTALADO EN VEHÍCULO DE CONSERVACIÓN Y MANTENIMIENTO 95,  Madrid",-4.4261,44.1327
2019-27,"CALLE INSTALADO EN VEHÍCULO DE CONSERVACIÓN Y MANTENIMIENTO 95,  Madrid",-4.4261,44.1327
2019-28,"CALLE INSTALADO EN VEHÍC7ULO DE CONSERVACIÓN Y MANTENIMIENTO 95,  Madrid",-4.4261,44.1327
2019-30,"CALLE INSTALADO EN VEHÍCULO DE CONSERVACIÓN Y MANTENIMIENTO 95,  Madrid",-4.4261,44.1327
2019-32,"CALLE INSTALADO EN VEHÍCULO DE CONSERVACIÓN Y MANTENIMIENTO 95,  Madrid",-4.4261,44.1327
2019-127,"CALLE de la Hacienda de Pavones 261, 28030, Madrid",-4.46527,44.2333
2019-128,"CALLE de Emilio Ferrari 87, 28017, Madrid",-4.45774,44.5579
2019-310,"CALLE de Melchor Fernández Almagro 70, 28029, Madrid",-4.39964,44.0835
2019-508,"CTRA M-607 Colmenar Viejo 13,600, 28049, Madrid",-4.41681,44.6598
2019-672,"AVDA de Monforte de Lemos 36, 28029, Madrid",-4.40226,44.1253
2019-673,"AVDA de Monforte de Lemos 36, 28029, Madrid",-4.40226,44.1253
2019-674,"AVDA de Monforte de Lemos 36, 28029, Madrid",-4.40226,44.1253
2019-896,"CALLE del Príncipe de Vergara 135, 28002, Madrid",-4.42442,44.725
2019-936,"CALLE HOTEL EXE NORTE 4, 28050, Madrid",-4.43186,44.2445
2019-965,"CALLE Arquitectura 0, 28918, Leganés",-4.35254,44.5615
2019-966,"CALLE Arquitectura 0, 28918, Leganés",-4.35254,44.5615
2019-967,"CALLE Arquitectura 0, 28918, Leganés",-4.35254,44.5615
2019-968,"CALLE Arquitectura 0, 28918, Leganés",-4.35254,44.5615
2019-969,"CALLE Arquitectura 0, 28918, Leganés",-4.35254,44.5615
2019-970,"CALLE Ronda Norte 0, 28919, Leganés",-4.35737,44.6777
2019-1013,"CALLE MADRID 28, 28380, COLMENAR DE OREJA",-4.66598,44.0444
2019-1014,"CALLE MADRID 28, 28380, COLMENAR DE OREJA",-4.66598,44.0444
2019-1015,"CALLE MADRID 25, 28380, COLMENAR DE OREJA",-4.6644,44.0567
2019-1016,"CALLE DE LA VIRGEN DE LA CABEZA S/N, 28821, COSLADA",-4.52191,44.5587
2019-1110,"CALLE DE VILLABLANCA 79, 28032, MADRID",-4.49068,44.2993
2019-1111,"CALLE DEL LAGO COMO 4, 28032, MADRID",-4.48517,44.2497
2019-1112,"CALLE DE TALAMANCA DEL JARAMA 2, 28051, MADRID",-4.4738,44.873
2019-1113,"CALLE DE VILLARINO DE LOS AIRES 14, 28031, MADRID",-4.46961,44.9566
2019-1114,"CALLE DE MUELA DE SAN JUAN 31, 28031, MADRID",-4.47604,44.9301
2019-1115,"CAMINO DE LA SUERTE 23, 28031, MADRID",-4.4751,44.9689
2019-1116,"CALLE DE LA ARBOLEDA S/N, 28031, MADRID",-4.46535,44.1005
2019-1117,"AVDA. MEDITERRÁNEO (AVDA.DEL CAMPUS SUR), 28031, MADRID",-4.46398,44.1052
2019-1118,"AVDA. DEL MEDITERRÁNEO KM. 9, 28031, MADRID",-4.48773,44.0614
2019-1119,"ENRIQUE GARCÍA ÁLVAREZ S/N, 28031, MADRID",-4.50137,44.8017
