,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
124,5202,Colegio público jovellanos,"Comedor, transporte, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9b61a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28044,Las Águilas,https://wikidata.org/entity/Q5971372,Latina,https://wikidata.org/entity/Q794954,433534,4470148,917 055 018,915 095 089,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Centro de día cruz roja,III,3,Si,Si,,No,No,"Canastas, porterías, toboganes",No,"2698,7",,,,Wc en edificio secundario (cedido a cruz roja).,"34 , 39 , 139",Estación de Las Águilas,https://wikidata.org/entity/Q5846576,,https://wikidata.org/entity/Q858684,Calle monroy 34
125,5203,Colegio público juan de la cierva,"Comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e081a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Los Rosales,https://wikidata.org/entity/Q10319807,Villaverde,https://wikidata.org/entity/Q919536,441368,4467326,917 965 560 - 917 230 235,917 965 560,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-21:00,"Federación balonmano, federación futbol, federación judo, escuela baloncesto",III,3,Si,Si,Principal del centro,Si,"Techado muy pequeño, arbolado","Porterías, canastas","Alumbrado, fuente","4509,95",Regular (necesita arreglos superficiales),,,,"22 , 59 , 79 , 85 , 123 , 130",,https://wikidata.org/entity/Q858684,Villaverde Bajo-Cruce,https://wikidata.org/entity/Q2056616,Calle villarrosa 7
126,5204,Colegio público juan gris,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3691a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28031,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447591,4469300,913 327 264,913 327 263,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,Uso en fin de semana por asociaciones del barrio,II,2,Si,Si,,Si,Dos espacios techados,"Canastas, porterías, bancos, parque",Alumbrado,"2621,5",Bueno,,,,"58 , 142 , 54",,https://wikidata.org/entity/Q858684,Congosto,https://wikidata.org/entity/Q934059,Calle muela de san juan 31
127,5205,Colegio público juan ramón jiménez,"Horario ampliado, comedor",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8ba1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28039,Valdeacederas,https://wikidata.org/entity/Q10388711,Tetuán,https://wikidata.org/entity/Q1773540,440380,4479417,915 717 512,914 250 976,,Ayuntamiento,Lunes-viernes continua,9:00-14:00,,,II,1,Si,Si,,Si,Arbolado,"Canastas, porterías, juegos",Fuente,"583,85",Bueno,"Parque villaamil (300m), plaza remonta (800m)","Cdm playa victoria (550m), centro sociocultural tetuan (750m)",Parcela con proyecto de huerto comunitario anexa. ,"66 , 124",,https://wikidata.org/entity/Q858684,Tetuán,https://wikidata.org/entity/Q515413,Calle marques de viana 58
128,5206,Colegio público juan sebastián elcano,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d0c1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,Moscardó,https://wikidata.org/entity/Q11937679,Usera,https://wikidata.org/entity/Q953368,440185,4471177,914 765 139,914 768 107,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,I,1,Si,Si,,Si,Porche,,No,"2559,86",,,,,"6 , 23 , 47",,https://wikidata.org/entity/Q858684,Usera,https://wikidata.org/entity/Q643209,Calle mirasierra 29
129,5207,Colegio público juan zaragüeta,"Transporte, horario ampliado, comedor, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=26d1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Valdefuentes,https://wikidata.org/entity/Q10388714,Hortaleza,https://wikidata.org/entity/Q1928529,446510,4480350,917 630 869 - 913 821 057,917 630 869,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,1,Si,Si (c/ tomás redondo),,No,Si (80m²),Porterías y canastas ,No,"3929,51",Mejorable (suelos en mal estado),,,,"72 , 87",,https://wikidata.org/entity/Q858684,San Lorenzo,https://wikidata.org/entity/Q2481355,Calle via de los poblados 19
130,5208,Colegio público julián besteiro,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7be1a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Abrantes,https://wikidata.org/entity/Q3773949,Carabanchel,https://wikidata.org/entity/Q1001991,438306,4470466,915 600 091,915 655 204,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:30,"Centro abierto (apoyo, merienda para servicios sociales)",III,2,Si,Si (av. abrantes),,No,Porche en los 2 y en uno una pérgola. 1 árbol,"Porterías, canastas, columpios",Alumbrado,"1338,72","Muy bueno, obra reciente",Si,Club de futbol privados,,"47 , 108 , 118",,https://wikidata.org/entity/Q858684,Abrantes,https://wikidata.org/entity/Q2484433,Avenida abrantes 79
131,176859,Colegio público julián marías,"Horario ampliado, comedor",Enseñanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fe444b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Rosas,https://wikidata.org/entity/Q18880469,San Blas,https://wikidata.org/entity/Q2001937,448887,4475342,917 609 323,917 609 319,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,"Extraescolares, hasta las 18.00",III,4,Si,Si,"3 accesos, independientes al edificio.",No,"Porche, infantil 150 m², entrada 150 m², otro de 100 m²","Patio 2: 2 porterias futbol y 2 canastas, patio 3, 2 porterias y 4 canastas",Fuente,"1720,52 + 1406,97",,"Si, un parque ","Si, canchas municipales, 200 m polideportivo",,"38 , 140",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle budapest 11
132,5153,Colegio público la alameda,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c002a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Canillejas,https://wikidata.org/entity/Q663013,San Blas,https://wikidata.org/entity/Q2001937,448400,4476500,917 411 453,913 204 540,,Ayuntamiento,Lunes-viernes continua,9:00-15:30,Actividades extraescolares 15:30-16:30,Centro de día cruz roja 15:30-17:30,III,2,Si (patio primaria),"Si (patio primaria, c/ musas)",C/ pitágoras,No,Si,"Porterías, canastas",Alumbrado,"951,436",Regular (necesita reformas),,,,"38 , 48 , 140",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle musas 9
133,6023,Colegio público la dehesa del príncipe,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a1b4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,Campamento,https://wikidata.org/entity/Q31169,Latina,https://wikidata.org/entity/Q794954,443032,4474162,915 091 679,915 090 044,,Comunidad,Lunes-viernes continua,9:00-16:00,,,III,1,,Si,,No,No,,No,"2541,7",,,,Separación por la carretera del resto de barrios. ,139,Cuatro Vientos,https://wikidata.org/entity/Q2060846,Cuatro Vientos,https://wikidata.org/entity/Q2060846,Paseo lanceros 4
134,5210,Colegio público la latina,"Comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1612a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28024,Aluche,https://wikidata.org/entity/Q31140,Latina,https://wikidata.org/entity/Q794954,435434,4471408,915 099 915,917 196 252,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,3,Si,Si,,Si,Porche ,"Canastas, porterías, parque infantil, arenero",No,"2783,33",,,,,"17 , 121 , 131 , h",Aluche,https://wikidata.org/entity/Q2058531,Aluche,https://wikidata.org/entity/Q2058531,Calle maqueda 130
135,5294,Colegio público la rioja,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6b22a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,Palomeras Sureste,https://wikidata.org/entity/Q10343901,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445935,4471034,917 773 912,917 773 912,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,3,Si (pero en mal estado),Si (c/ león felipe),,Si,"2 porches pequeños, arbolado, pendientes de poner toldos","Porterías, canastas, bancos en mal estado",Fuentes,"1447,57",Necesita reforma,Parque lineal de palomeras (180m),"Centro cultural palomeras (700m), bibliotega miguel herdez (750m)",,"54 , 58 , 103 , 142 , 143 , 144",,https://wikidata.org/entity/Q858684,Miguel Hernández,https://wikidata.org/entity/Q2479837,Calle leon felipe 3
136,5211,Colegio público legado crespo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b042a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Las Acacias,https://wikidata.org/entity/Q3319190,Arganzuela,https://wikidata.org/entity/Q2000929,440271,4472927,915 286 325,915 286 325,Cp.legadocrespo.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades ampa 16:00-17:00h, cruz roja 14:00-20:00",,III,1,Si,Si,,No,No,"Porterías, canastas, columpios",Alumbrado,"1142,42",Bueno (arreglado recientemente),"Parque casino de la reina (260m), parque redondo (400m)","Biblioteca etsi (350m), casa encendida (400m), biblioteca pedro salinas (850m)",,"27 , 34 , 36 , 60 , 69 , 78 , 116 , 118 , 119",Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Acacias / Embajadores,https://wikidata.org/entity/Q2305840,Paseo acacias 2
137,5212,Colegio público leopoldo alas,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0652a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28017,Ventas,https://wikidata.org/entity/Q71762,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444573,4475495,914 033 755,914 042 281,Cp.leopoldoalas.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes,9:00-16:00,,,III,2,,Si,,No,No,,No,"2440,662",,,"Instalacion deportiva (400m), centro sociocultural ciudad lineal (500m), biblioteca la elipa (800m)",,"15 , 28 , 106 , 110 , 210",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle pedrezuela 18
138,4974266,Colegio público leopoldo calvo sotelo,"Horario ampliado, comedor",Enseñanza: educacion infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7205ffc4131ab110vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28050,Valverde,https://wikidata.org/entity/Q31132,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,442794,4483567,914 273 351,914 273 083,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,Patios abiertos sábados 9:00-14:00,I,2,Si,Si (av. de santiago),,Si,Poca,"Porterías, canastas, columpios, bancos",Fuentes,"1556,12",Regular (necesita arreglo en pista),,,Participa actualmente de 'patios abiertos',"172, 176",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Calle castiello de jaca 2
139,5213,Colegio público lepanto,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5b62a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28035,Valdezarza,https://wikidata.org/entity/Q10388728,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,438875,4480001,913 160 937,913 738 204,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si (a patios delanteros),Si (c/ valderrey),,No,No,"Porterías, canastas",No,"3311,38",,Bueno,Parque luisa carnés (400m),"Centro cultural antonio machado (300m), cdm ciudad de los poetas (400m)","42 , 127 , 132",,https://wikidata.org/entity/Q858684,Antonio Machado,https://wikidata.org/entity/Q2482040,Calle valderrey 9
140,5214,Colegio público lope de vega,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a082a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28019,San Isidro,https://wikidata.org/entity/Q3813733,Carabanchel,https://wikidata.org/entity/Q1001991,438622,4471811,914 710 955,914 710 955,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,II,2,Si,Si,,Si,No,"Porterías, canastas, columpios, canchas de vóley",Alumbrado débil,"2668,3 + 1861,05",Mejorable,,,,"34 , 35 , 118 , 119",,https://wikidata.org/entity/Q858684,Urgel,https://wikidata.org/entity/Q2696501,Calle inglaterra 8
141,5215,Colegio público lorenzo luzuriaga,"Transporte, comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f592a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440538,4482010,917 305 938,917 314 362,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares7:30-9:00-16:00-17:00,Torneos deportivos desarrollados por el centro,III,3,Solo 1 patio accesible a personas con movilidad reducida,No,,Si,"Poca, solo en un patio y muy reducida","Porterias , canastas( 1 zona) y columpios (1 zona",Alumbrado en 1 patio,"1431,13 + 1179,40",Buena,Si,Si,Varios patios con pistas deportivas a diferentes niveles. ,"49 , 67 , 83 , 124 , 133 , 134",,https://wikidata.org/entity/Q858684,Herrera Oria,https://wikidata.org/entity/Q2462763,Calle valencia de don juan 13
142,64457,Colegio público los almendros,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c897598d1351c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28032,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,Vicálvaro,https://wikidata.org/entity/Q589403,446895,4471931,917 510 982,917 726 814,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,Si (c/ copérnico),C/ arquímedes,No,"Porche, arbolado","Porterías, canastas, columpios","Alumbrado, fuentes","5535,1",Mejorable,Parque valdebernardo (80m),"Biblioteca francisco ayala (750m), cdm moratalaz (950m), cdm faustina valladolid (950m)",,"8 , 71 , 130",,https://wikidata.org/entity/Q858684,Valdebernardo,https://wikidata.org/entity/Q2696095,Calle ladera de los almendros 45
143,5296,Colegio público los rosales,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4ba2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,Butarque,https://wikidata.org/entity/Q390453,Villaverde,https://wikidata.org/entity/Q919536,442439,4467021,917 956 756,917 956 756,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,No,Si,,No,No,"Porterías, canastas",No,"8289,79",Bueno,,,,"85 , 123 , 713",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida los rosales 131
144,4974277,Colegio público loyola de palacio,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil de segundo ciclo - primaria. enseñanza Bilingüe,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4c96ffc4131ab110vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28051,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,Villa de Vallecas,https://wikidata.org/entity/Q1947988,449186,4467958,913 326 020 - 913 851 330,913 326 020,Cp.loyoladepalacio.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,III,2,Si,Si (c/ embalse de manzanares y c/ antonio gades),,No,Espacios techados,"Porterías, canastas, columpios",No,"2680,78 + 2030,84",Bueno,Parque (170m),,,"142, 145",,https://wikidata.org/entity/Q858684,Las Suertes,https://wikidata.org/entity/Q3827256,Calle embalse de navacerrada 60
145,5216,Colegio público luis bello,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe -,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=90c2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28002,Prosperidad,https://wikidata.org/entity/Q4776,Chamartín,https://wikidata.org/entity/Q1766348,442881,4477221,912 205 533,912 205 535,,Ayuntamiento,Lunes-viernes,8:00-17:00,Actividades extraescolares 16:00-17:00,No,I,2,Si,Si (c/ canillas),,Si,Si (pequeño),"Porterías, tobogán, canastas, bancos, huerto con macetas. ",Alumbrado (un solo patio),"1218,38",Bueno,"Plaza de la prosperidad (120m), jardines pablo sorozábal (650m), parque berlín (750m)","Centro sociocultural luis gonzaga (550m), biblioteca francisco ibáñez (650m), polideportivo pradillo (850m), cdm moscardó (850m)",,"1 , 9 , 73",,https://wikidata.org/entity/Q858684,Prosperidad,https://wikidata.org/entity/Q2056525,Calle luis cabrera 66
146,5217,Colegio público luis cernuda,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e5d2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,444554,4479166,913 002 732,913 002 732,Cp.luiscernuda.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,1,Si,Si (c/ carril del conde),,Si,Si,"Porterías, canastas, bancos, tobogán","Alumbrado, fuente","1114,89",Bueno,,,,"9, 72, 73 ,120 ,122",,https://wikidata.org/entity/Q858684,Esperanza,https://wikidata.org/entity/Q2481243,Calle carril del conde 64
147,5218,Colegio público luis de góngora,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3be2a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,El Pilar,https://wikidata.org/entity/Q3773964,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439443,4480681,91 386 08 16,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Asociación valdeperales  16:00-17:30,Patios abiertos sábados 9:00-14:00,I,2,Si,Si (c/ sarria),,Si,Porche (20m²),"Porterías, canastas, columpios, gradas","Alumbrado, fuente",1068,Regular (necesita pintura y algunos arreglos),,,"Dos patios amplios separados, con entradas desde calle. participa actualmente de 'patios abiertos'","42 , 126 , 132 , 137 , 147",,https://wikidata.org/entity/Q858684,Peñagrande,https://wikidata.org/entity/Q2058663,Calle sarria 49
148,42017,Colegio público madrid sur,Comedor,Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=cfa7598d1351c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28018,Palomeras Bajas,https://wikidata.org/entity/Q10343902,Puente de Vallecas,https://wikidata.org/entity/Q2003054,444368,4469762,91 785 55 39,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,1,Si,Si (c/ sabrina),,Si,Toldo (6x7m),"Porterías, canastas, mesas",Alumbrado,"4977,57",Regular (material deteriorado),"Parque lineal de palomeras (280m), plaza del cine (300m)","Instalaciones deportivas palomeras (250m), centro cultural paco rabal (700m)",,102 * 136 * 310 * 410,El Pozo station,https://wikidata.org/entity/Q613656,,https://wikidata.org/entity/Q858684,Calle puerto de balbaran 133
149,5792191,Colegio público maestro padilla,"Horario ampliado, comedor",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8b5800444dcca210vgnvcm2000000c205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28054,Buenavista,https://wikidata.org/entity/Q953929,Carabanchel,https://wikidata.org/entity/Q1001991,436566,4468283,911 731 852 - 699 502 387,911 724 720,Cp.maestropadilla.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,3,Si,Si (av. de la peseta),C/ once vigas,No,"Porche, arbolado en mal estado","Porterías, canastas",No,"4957,68",Aceptable,,Polideportivo francisco fdz ochoa,,"35, 118, 155",,https://wikidata.org/entity/Q858684,,https://wikidata.org/entity/Q858684,Avenida peseta 112
150,5221,Colegio público manuel bartolomé cossío,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza Bilingüe,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8003a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28044,Las Águilas,https://wikidata.org/entity/Q5971372,Latina,https://wikidata.org/entity/Q794954,434494,4470372,917 067 408 (infantil) / 917 064 098 (primaria),917 064 098,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,Si,,No,Si (en infantil),"Canastas, porterías",Fuente,"1001,54",,,,"Dos edificios, un patio en cada uno","17 , 139",Estación de Fanjul,https://wikidata.org/entity/Q5846227,,https://wikidata.org/entity/Q858684,Calle jose de cadalso 19
