idPerson,dateTime,idDateTime,idAccident,adress,district,idDistrict,accident_type,weather_status,bicycle_is_electronic,person_type,age_range,sex,hospitalized,coordinate_x_utm,coordinate_y_utm,positive_alcohol
2020S016719,2020-11-20T18:10:00+02:00,20201120181000,2020112018100016,"AVDA. NICETO ALCALA ZAMORA / CALL. ALBERTO PALACIOS, 12",16  HORTALEZA,16,Fall,Clear,0,Driver,40 - 44,Man,1,445.283.211,4.482.253.597,0
2020S016750,2020-11-21T23:30:00+02:00,20201121233000,202011212330006 ,"CALL. BRAVO MURILLO, 211",6  TETUÁN,6 ,Scope,NULL,0,Driver,55 - 59,Man,NULL,440.435.714,4.478.617.918,0
2020S016764,2020-11-22T9:25:00+02:00,202011229:5:0+,202011229:5:0+9 ,"AVDA. VALLADOLID / PLAZA. REPUBLICA DE CHILE, 83",9  MONCLOA-ARAVACA,9 ,Frontal-lateral collision,Clear,0,Driver,35 - 39,Man,0,437.723.000,4.476.172.732,0
2020S016816,2020-11-20T12:45:00+02:00,20201120124500,2020112012450014,"CALL. FUENTE CARRANTONA / CALL. CIUDAD ENCANTADA, 61",14  MORATALAZ,14,Fall,Clear,0,Driver,25 - 29,Man,0,446.630.285,4.473.532.474,0
2020S016861,2020-11-23T10:00:00+02:00,20201123100000,2020112310000014,"CALL. CAMINO DE LOS VINATEROS, 53",14  MORATALAZ,14,Frontal-lateral collision,Clear,1,Driver,25 - 29,Woman,0,444.540.910,4.473.546.119,0
2020S016881,2020-11-24T11:45:00+02:00,20201124114500,202011241145004 ,"CALL. RECOLETOS, 19",4  SALAMANCA,4 ,Scope,Clear,1,Driver,30 - 34,Man,NULL,441.523.424,4.474.771.191,0
2020S016885,2020-11-24T12:30:00+02:00,20201124123000,202011241230003 ,"AVDA. MENENDEZ PELAYO, 67",3  RETIRO,3 ,Hitting a person,Clear,0,Driver,50 - 54,Woman,0,442.560.423,4.473.740.797,0
2020S016885,2020-11-24T12:30:00+02:00,20201124123000,202011241230003 ,"AVDA. MENENDEZ PELAYO, 67",3  RETIRO,3 ,Hitting a person,Clear,0,Pedestrian,70 - 74,Woman,1,442.560.423,4.473.740.797,0
2020S016904,2020-11-24T16:35:00+02:00,20201124163500,202011241635007 ,"CALL. ALONSO CANO, 32",7  CHAMBERÍ,7 ,Lateral collision,Clear,1,Driver,40 - 44,Woman,0,440.834.005,4.476.856.622,0
2020S016912,2020-11-24T14:40:00+02:00,20201124144000,2020112414400011,"CALL. GENERAL RICARDOS / CALL. JOAQUIN MARTIN, 43",11  CARABANCHEL,11,Fall,Clear,0,Driver,55 - 59,Man,1,438.910.903,4.471.899.390,0
2020S016954,2020-11-24T8:40:00+02:00,202011248:0:0+,202011248:0:0+8 ,"CALL. PORTICO DE LA GLORIA / RONDA. COMUNICACION, 2",8  FUENCARRAL-EL PARDO,8 ,Frontal-lateral collision,Clear,0,Driver,50 - 54,Man,0,443.631.067,4.485.431.130,0
2020S017043,2020-11-26T12:00:00+02:00,20201126120000,202011261200001 ,"CALL. SAN BERNARDO, 13",1  CENTRO,1 ,Fall,Light rain,0,Driver,35 - 39,Woman,0,439.950.982,4.474.830.196,0
2020S017046,2020-11-25T18:40:00+02:00,20201125184000,202011251840008 ,"AVDA. VENTISQUERO DE LA CONDESA, 2",8  FUENCARRAL-EL PARDO,8 ,Fall,Clear,0,Driver,60 - 64,Man,1,439.364.109,4.481.742.419,0
2020S017058,2020-11-26T17:02:00+02:00,20201126170200,202011261702009 ,"CALL. ARQUITECTO LOPEZ OTERO, 2",9  MONCLOA-ARAVACA,9 ,Fall,Light rain,0,Driver,15 - 17,Man,1,437.835.999,4.476.849.704,0
2020S017125,2020-11-26T7:49:00+02:00,202011267:9:0+,202011267:9:0+5 ,"CALL. LOPEZ DE HOYOS / CALL. CARTAGENA, 80",5  CHAMARTÍN,5 ,Frontal collision,Light rain,0,Driver,35 - 39,Woman,0,442.677.606,4.477.121.813,0
2020S017200,2020-11-27T23:20:00+02:00,20201127232000,202011272320003 ,"PASEO. REINA CRISTINA, 21",3  RETIRO,3 ,Frontal-lateral collision,Clear,0,Driver,21 - 24,Man,1,442.239.070,4.473.177.783,0
2020S017245,2020-11-28T15:38:00+02:00,20201128153800,2020112815380011,"CALL. VIA LUSITANA, 1",11  CARABANCHEL,11,Frontal-lateral collision,Cloudy,0,Driver,35 - 39,Man,0,438.853.583,4.470.580.324,0
2020S017288,2020-11-29T9:30:00+02:00,202011299:0:0+,202011299:0:0+20,"AVDA. LUIS ARAGONES, 4 (FAROLA 83)",20  SAN BLAS-CANILLEJAS,20,Lateral collision,Cloudy,0,Driver,35 - 39,Man,0,448.704.860,4.476.372.931,0
2020S017288,2020-11-29T9:30:00+02:00,202011299:0:0+,202011299:0:0+20,"AVDA. LUIS ARAGONES, 4 (FAROLA 83)",20  SAN BLAS-CANILLEJAS,20,Lateral collision,Cloudy,0,Driver,50 - 54,Man,1,448.704.860,4.476.372.931,0
2020S017288,2020-11-29T9:30:00+02:00,202011299:0:0+,202011299:0:0+20,"AVDA. LUIS ARAGONES, 4 (FAROLA 83)",20  SAN BLAS-CANILLEJAS,20,Lateral collision,Cloudy,0,Driver,-- - --,Unknown,NULL,448.704.860,4.476.372.931,0
2020S017291,2020-11-28T13:20:00+02:00,20201128132000,2020112813200016,"AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 4",16  HORTALEZA,16,Frontal collision,Clear,0,Driver,45 - 49,Man,0,445.503.691,4.482.589.760,0
2020S017334,2020-11-29T12:30:00+02:00,20201129123000,202011291230002 ,"RONDA. ATOCHA, 5",2  ARGANZUELA,2 ,Fall,Clear,0,Driver,45 - 49,Man,0,441.063.265,4.473.179.647,0
2020S017337,2020-11-29T9:40:00+02:00,202011299:0:0+,202011299:0:0+5 ,"PASEO. CASTELLANA, 298",5  CHAMARTÍN,5 ,Fall,Clear,0,Driver,55 - 59,Man,1,441.914.129,4.481.180.687,0
2020S017338,2020-11-29T10:35:00+02:00,20201129103500,2020112910350021,"CMNO. LA MUÑOZA, 7",21  BARAJAS,21,Fall,Light rain,0,Driver,40 - 44,Man,0,454.614.270,4.477.884.303,0
2020S017346,2020-11-30T11:15:00+02:00,20201130111500,2020113011150013,"CALL. CONVENIO / CALL. FELISA MENDEZ, 1",13  PUENTE DE VALLECAS,13,Lateral collision,Clear,0,Driver,55 - 59,Man,1,442.927.575,4.471.714.747,0
2020S017356,2020-11-29T9:15:00+02:00,202011299:5:0+,202011299:5:0+3 ,"PASEO. FERNAN NUÑEZ, 1",3  RETIRO,3 ,Fall,Clear,0,Driver,60 - 64,Man,0,442.317.136,4.474.111.951,0
2020S017356,2020-11-29T9:15:00+02:00,202011299:5:0+,202011299:5:0+3 ,"PASEO. FERNAN NUÑEZ, 1",3  RETIRO,3 ,Fall,Clear,0,Pedestrian,40 - 44,Man,0,442.317.136,4.474.111.951,0
2020S017368,2020-11-30T17:25:00+02:00,20201130172500,202011301725004 ,"CALL. ALCALA, 213",4  SALAMANCA,4 ,Scope,Clear,0,Driver,35 - 39,Woman,1,443.528.694,4.475.639.558,0
2020S017371,2020-11-30T15:30:00+02:00,20201130153000,202011301530006 ,"CALL. DOCTOR SANTERO, 1",6  TETUÁN,6 ,Lateral collision,Clear,1,Driver,30 - 34,Woman,0,440.276.181,4.477.684.072,0
2020S017402,2020-11-29T14:45:00+02:00,20201129144500,202011291445001 ,"CALL. DUQUE DE FERNAN NUÑEZ / PASEO. VENEZUELA, 4",1  CENTRO,1 ,Hitting a person,Clear,0,Driver,-- - --,Unknown,NULL,442.305.169,4.474.190.558,0
2020S017402,2020-11-29T14:45:00+02:00,20201129144500,202011291445001 ,"CALL. DUQUE DE FERNAN NUÑEZ / PASEO. VENEZUELA, 4",1  CENTRO,1 ,Hitting a person,Clear,0,Pedestrian,-  - 5 ,Woman,0,442.305.169,4.474.190.558,0
2020S017408,2020-11-29T11:20:00+02:00,20201129112000,202011291120008 ,"CALL. BRAOJOS, 10",8  FUENCARRAL-EL PARDO,8 ,Fall,NULL,0,Driver,40 - 44,Man,1,437.225.746,4.481.522.442,0
2020S017476,2020-12-01T16:55:00+02:00,20201201165500,202012011655004 ,"CALL. SERRANO, 70",4  SALAMANCA,4 ,Fall,Clear,0,Driver,40 - 44,Man,1,441.733.741,4.475.705.685,0
2020S017543,2020-12-03T13:20:00+02:00,20201203132000,2020120313200017,"CALL. BASCUÑUELOS / CALL. PIÑUECAR, 38",17  VILLAVERDE,17,Frontal-lateral collision,Clear,0,Driver,70 - 74,Man,0,439.030.055,4.465.479.872,0
2020S017547,2020-12-02T21:40:00+02:00,20201202214000,202012022140004 ,"PASEO. CASTELLANA / PLAZA. COLON, 2",4  SALAMANCA,4 ,Lateral collision,Clear,0,Driver,25 - 29,Man,0,441.479.917,4.475.251.501,0
2020S017579,2020-12-02T19:15:00+02:00,20201202191500,202012021915005 ,"CALL. LOPEZ DE HOYOS / CALL. PRINCIPE DE VERGARA, 42",5  CHAMARTÍN,5 ,Fall,Clear,0,Driver,50 - 54,Woman,1,442.427.861,4.476.976.100,0
2020S017580,2020-12-03T20:15:00+02:00,20201203201500,202012032015002 ,"PASEO. YESERIAS, 41",2  ARGANZUELA,2 ,Hitting a person,Cloudy,0,Driver,21 - 24,Man,0,439.967.110,4.472.138.790,0
2020S017580,2020-12-03T20:15:00+02:00,20201203201500,202012032015002 ,"PASEO. YESERIAS, 41",2  ARGANZUELA,2 ,Hitting a person,Cloudy,0,Pedestrian,21 - 24,Woman,0,439.967.110,4.472.138.790,0
2020S017589,2020-12-03T23:43:00+02:00,20201203234300,202012032343002 ,"CALL. MAJUELO / CALL. ESPERANZA, 1",2  ARGANZUELA,2 ,Crash against fixed obstacle,Clear,0,Driver,-- - --,Unknown,NULL,440.059.847,4.472.790.154,0
2020S017589,2020-12-03T23:43:00+02:00,20201203234300,202012032343002 ,"CALL. MAJUELO / CALL. ESPERANZA, 1",2  ARGANZUELA,2 ,Crash against fixed obstacle,Clear,0,Driver,-- - --,Unknown,NULL,440.059.847,4.472.790.154,0
2020S017711,2020-12-04T20:45:00+02:00,20201204204500,202012042045005 ,"PLAZA. LIMA / AVDA. CONCHA ESPINA, 0",5  CHAMARTÍN,5 ,Scope,Clear,0,Driver,25 - 29,Man,0,441.249.230,4.478.181.410,0
2020S017766,2020-12-05T13:30:00+02:00,20201205133000,202012051330001 ,"CALL. DIVINO PASTOR / CALL. RUIZ, 12",1  CENTRO,1 ,Lateral collision,Clear,0,Driver,35 - 39,Man,0,440.287.043,4.475.460.097,0
2020S017770,2020-12-05T13:50:00+02:00,20201205135000,202012051350008 ,"CTRA. PALACIO DE LA REAL QUINTA / CENTR. DEPORTIVO SOMONTES, 2",8  FUENCARRAL-EL PARDO,8 ,Fall,Clear,0,Driver,35 - 39,Man,1,437.513.406,4.483.913.496,0
2020S017806,2020-12-05T18:30:00+02:00,20201205183000,2020120518300019,"CALL. HERCE, 29",19  VICÁLVARO,19,Fall,Clear,0,Driver,35 - 39,Man,1,447.833.902,4.472.884.792,0
2020S017820,2020-12-06T22:45:00+02:00,20201206224500,202012062245006 ,"CALL. BRAVO MURILLO / CALL. AVILA, 173",6  TETUÁN,6 ,Scope,Clear,0,Driver,30 - 34,Man,1,440.379.942,4.478.273.069,0
2020S017867,2020-12-07T14:40:00+02:00,20201207144000,2020120714400015,"AVDA. DAROCA, 91",15  CIUDAD LINEAL,15,Fall,Cloudy,0,Driver,55 - 59,Man,0,445.211.222,4.475.304.609,0
2020S017931,2020-12-08T0:15:00+02:00,202012080:5:0+,202012080:5:0+21,"CALL. AERONAVE / CALL. AUTOGIRO, 13",21  BARAJAS,21,Frontal-lateral collision,Light rain,0,Driver,18 - 20,Man,0,450.285.127,4.480.178.575,0
2020S017992,2020-11-28T10:40:00+02:00,20201128104000,2020112810400010,"PQUE. MADRID RIO, +00300E,    P.K3.00",10  LATINA,10,Fall,Clear,0,Driver,50 - 54,Man,1,438.648.538,4.473.709.093,0
2020S017995,2020-12-09T10:00:00+02:00,20201209100000,202012091000001 ,"CALL. ALBERTO AGUILERA, 39",1  CENTRO,1 ,Lateral collision,Clear,0,Driver,30 - 34,Woman,1,439.286.043,4.475.791.012,0
2020S018072,2020-12-09T14:50:00+02:00,20201209145000,202012091450008 ,"AVDA. LLANO CASTELLANO / AVDA. CARDENAL HERRERA ORIA, 51",8  FUENCARRAL-EL PARDO,8 ,Lateral collision,Clear,0,Driver,25 - 29,Man,0,441.867.080,4.482.466.602,0
2020S018081,2020-12-10T18:35:00+02:00,20201210183500,2020121018350019,"PASEO. ARTILLEROS, 2",19  VICÁLVARO,19,Frontal-lateral collision,Clear,0,Driver,10 - 14,Man,1,448.270.500,4.473.322.340,0
2020S018101,2020-12-11T0:30:00+02:00,202012110:0:0+,202012110:0:0+7 ,"CALL. SAN BERNARDO, 95",7  CHAMBERÍ,7 ,Fall,Clear,0,Driver,40 - 44,Woman,1,440.145.444,4.475.742.435,0
2020S018142,2020-12-11T15:30:00+02:00,20201211153000,202012111530006 ,"CALL. HIERBABUENA / CALL. ALGODONALES, 22",6  TETUÁN,6 ,Scope,Cloudy,0,Driver,30 - 34,Man,NULL,440.540.846,4.479.135.900,0
2020S018146,2020-12-09T19:54:00+02:00,20201209195400,2020120919540016,"CALL. ALBERTO DE PALACIO / JDIN. FRANCISCO JAVIER SAENZ DE OIZA, 0",16  HORTALEZA,16,Scope,NULL,0,Driver,60 - 64,Man,1,445.547.608,4.482.289.834,0
2020S018158,2020-12-11T18:20:00+02:00,20201211182000,202012111820006 ,"CALL. AVILA / CALL. LERIDA, 6",6  TETUÁN,6 ,Scope,Clear,0,Driver,35 - 39,Man,NULL,440.530.156,4.478.247.000,0
2020S018214,2020-12-11T8:30:00+02:00,202012118:0:0+,202012118:0:0+5 ,"PLAZA. SAGRADOS CORAZONES / CALL. PADRE DAMIAN, 3",5  CHAMARTÍN,5 ,Fall,Cloudy,1,Driver,25 - 29,Woman,0,441.832.707,4.478.174.274,0
2020S018219,2020-12-02T8:05:00+02:00,202012028:5:0+,202012028:5:0+1 ,"CALL. SEGOVIA / RONDA. SEGOVIA, 39",1  CENTRO,1 ,Lateral collision,Cloudy,0,Driver,40 - 44,Woman,0,439.202.832,4.473.948.139,0
2020S018268,2020-12-12T8:45:00+02:00,202012128:5:0+,202012128:5:0+3 ,"CALL. DOCTOR ESQUERDO / CALL. MONEDA, 64",3  RETIRO,3 ,Fall,Clear,0,Driver,30 - 34,Woman,1,443.203.827,4.473.948.642,0
2020S018296,2020-12-13T0:20:00+02:00,202012130:0:0+,202012130:0:0+6 ,"CALL. SANTA JULIANA / CALL. TENERIFE, 12",6  TETUÁN,6 ,Frontal-lateral collision,Clear,0,Driver,25 - 29,Man,1,440.122.611,4.478.210.119,0
2020S018315,2020-12-07T14:30:00+02:00,20201207143000,202012071430009 ,"CUSTA. SAN VICENTE / PLAZA. ESPAÑA, 2",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,50 - 54,Man,1,439.524.268,4.474.879.157,0
2020S018318,2020-12-08T13:00:00+02:00,20201208130000,202012081300009 ,"CUSTA. SAN VICENTE / CALL. CADARSO, 18",9  MONCLOA-ARAVACA,9 ,Fall,Clear,1,Driver,25 - 29,Man,0,439.441.206,4.474.791.248,0
2020S018366,2020-12-13T11:10:00+02:00,20201213111000,202012131110002 ,"PQUE. MADRID RIO, +00320I",2  ARGANZUELA,2 ,Hitting a person,Clear,0,Driver,40 - 44,Man,0,440.335.279,4.471.754.376,0
2020S018366,2020-12-13T11:10:00+02:00,20201213111000,202012131110002 ,"PQUE. MADRID RIO, +00320I",2  ARGANZUELA,2 ,Hitting a person,Clear,0,Pedestrian,50 - 54,Man,0,440.335.279,4.471.754.376,0
2020S018368,2020-12-11T11:00:00+02:00,20201211110000,202012111100009 ,"CALL. PRINCESA / CALL. PRINCESA, 92",9  MONCLOA-ARAVACA,9 ,Fall,Cloudy,1,Driver,35 - 39,Woman,0,439.055.311,4.476.182.966,0
2020S018505,2020-12-16T8:27:00+02:00,202012168:7:0+,202012168:7:0+15,"CALL. VITAL AZA / AVDA. INSTITUCION LIBRE DE ENSEÑANZA, 17",15  CIUDAD LINEAL,15,Frontal-lateral collision,Clear,0,Driver,40 - 44,Woman,1,446.068.722,4.476.190.329,0
2020S018512,2020-12-16T8:35:00+02:00,202012168:5:0+,202012168:5:0+20,AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40,20  SAN BLAS-CANILLEJAS,20,Frontal-lateral collision,Clear,0,Driver,45 - 49,Man,1,448.254.003,4.473.720.469,0
2020S018531,2020-12-15T20:05:00+02:00,20201215200500,202012152005004 ,"CALL. ALCALA, 201",4  SALAMANCA,4 ,Scope,Clear,0,Driver,18 - 20,Man,0,443.399.291,4.475.570.346,0
2020S018576,2020-12-16T10:55:00+02:00,20201216105500,202012161055005 ,"PASEO. CASTELLANA, 240",5  CHAMARTÍN,5 ,Fall,Cloudy,0,Driver,21 - 24,Man,1,441.698.253,4.480.188.090,0
2020S018607,2020-12-17T14:30:00+02:00,20201217143000,202012171430007 ,"GTA. BILBAO, 1",7  CHAMBERÍ,7 ,Fall,Clear,0,Driver,60 - 64,Man,0,440.412.600,4.475.654.378,0
2020S018633,2020-12-17T17:45:00+02:00,20201217174500,202012171745004 ,"CALL. DON RAMON DE LA CRUZ, 29",4  SALAMANCA,4 ,Fall,Clear,0,Driver,55 - 59,Woman,0,442.129.855,4.475.601.345,0
2020S018634,2020-12-17T21:25:00+02:00,20201217212500,2020121721250015,"CALL. ALCALA, 389",15  CIUDAD LINEAL,15,Frontal-lateral collision,Clear,0,Driver,18 - 20,Man,NULL,445.553.849,4.476.358.872,0
2020S018647,2020-12-16T12:23:00+02:00,20201216122300,202012161223009 ,"PASEO. EMBARCADERO, 1",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,30 - 34,Woman,1,438.597.612,4.474.491.733,0
2020S018672,2020-12-17T20:30:00+02:00,20201217203000,2020121720300019,"CALL. CORDEL DE PAVONES, 18A",19  VICÁLVARO,19,Fall,Clear,0,Driver,25 - 29,Man,0,447.468.250,4.472.454.513,0
2020S018672,2020-12-17T20:30:00+02:00,20201217203000,2020121720300019,"CALL. CORDEL DE PAVONES, 18A",19  VICÁLVARO,19,Fall,Clear,0,Pedestrian,40 - 44,Woman,0,447.468.250,4.472.454.513,0
2020S018686,2020-12-18T18:20:00+02:00,20201218182000,2020121818200020,"CALL. ALCALA / CALL. VALENTIN BEATO, 506",20  SAN BLAS-CANILLEJAS,20,Fall,Cloudy,0,Driver,50 - 54,Man,0,446.841.407,4.476.880.997,0
2020S018713,2020-12-19T0:00:00+02:00,202012190:0:0+,202012190:0:0+13,"AVDA. ALBUFERA, 180",13  PUENTE DE VALLECAS,13,Scope,Clear,1,Driver,25 - 29,Man,0,444.444.464,4.471.427.534,0
2020S018890,2020-12-20T16:30:00+02:00,20201220163000,2020122016300010,"CALL. VIDAUBA, 6",10  LATINA,10,Fall,Clear,0,Driver,18 - 20,Man,1,435.330.644,4.470.388.227,0
2020S018925,2020-12-20T11:45:00+02:00,20201220114500,202012201145003 ,"PASEO. INFANTA ISABEL, 1",3  RETIRO,3 ,Lateral collision,Clear,0,Driver,45 - 49,Woman,0,441.353.348,4.473.292.441,0
2020S018934,2020-12-20T13:25:00+02:00,20201220132500,2020122013250014,"CALL. ARROYO FONTARRON, 24",14  MORATALAZ,14,Fall,Clear,0,Driver,21 - 24,Man,0,446.392.544,4.471.808.956,0
2020S019021,2020-12-22T17:40:00+02:00,20201222174000,2020122217400020,"CALL. ALCALA / CALL. TRACIA, 490",20  SAN BLAS-CANILLEJAS,20,Fall,Cloudy,0,Driver,21 - 24,Man,1,446.621.151,4.476.801.514,0
2020S019041,2020-12-22T23:00:00+02:00,20201222230000,202012222300006 ,"CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. DULCINEA, 33",6  TETUÁN,6 ,Frontal-lateral collision,Clear,1,Driver,21 - 24,Woman,0,440.626.331,4.477.583.986,0
2020S019065,2020-12-22T23:45:00+02:00,20201222234500,202012222345003 ,"PASEO. PRADO / PLAZA. LEALTAD, 9",3  RETIRO,3 ,Frontal-lateral collision,Clear,0,Driver,40 - 44,Man,0,441.170.746,4.474.276.771,0
2020S019098,2020-12-23T21:55:00+02:00,20201223215500,202012232155009 ,"CALL. FERRAZ, 28",9  MONCLOA-ARAVACA,9 ,Frontal collision,Clear,1,Driver,30 - 34,Man,0,439.214.463,4.475.219.756,0
2020S019106,2020-12-24T0:10:00+02:00,202012240:0:0+,202012240:0:0+2 ,"CALL. EMBAJADORES, 300",2  ARGANZUELA,2 ,Lateral collision,Clear,0,Driver,35 - 39,Man,0,442.488.181,4.468.973.476,0
2020S019149,2020-12-24T18:35:00+02:00,20201224183500,202012241835003 ,"PASEO. PRADO / PLAZA. MURILLO, 11",3  RETIRO,3 ,Scope,Clear,0,Driver,25 - 29,Man,NULL,441.188.641,4.473.942.286,0
2020S019219,2020-12-26T15:45:00+02:00,20201226154500,202012261545003 ,"AVDA. CIUDAD DE BARCELONA, 2",3  RETIRO,3 ,Lateral collision,Clear,1,Driver,25 - 29,Man,0,441.607.082,4.473.089.595,0
2020S019219,2020-12-26T15:45:00+02:00,20201226154500,202012261545003 ,"AVDA. CIUDAD DE BARCELONA, 2",3  RETIRO,3 ,Lateral collision,Clear,1,Driver,25 - 29,Woman,0,441.607.082,4.473.089.595,0
2020S019278,2020-12-27T12:20:00+02:00,20201227122000,202012271220003 ,"PLAZA. LEALTAD, 2",3  RETIRO,3 ,Frontal-lateral collision,Clear,0,Driver,35 - 39,Woman,1,441.212.724,4.474.146.362,0
2020S019434,2020-12-30T14:15:00+02:00,20201230141500,202012301415008 ,"AVDA. SANTUARIO DE VALVERDE, 70",8  FUENCARRAL-EL PARDO,8 ,Frontal-lateral collision,Clear,0,Driver,45 - 49,Man,NULL,440.944.786,4.484.312.533,0
2020S019451,2020-12-30T20:55:00+02:00,20201230205500,202012302055003 ,"PASEO. FERNAN NUÑEZ / CALL. ALFONSO XII, 1",3  RETIRO,3 ,Fall,Clear,0,Driver,15 - 17,Man,1,441.697.302,4.473.488.912,0
2020S019476,2020-12-21T10:00:00+02:00,20201221100000,202012211000009 ,"AVDA. MEMORIA, 2 CARRIL BICI FARO MONCLOA",9  MONCLOA-ARAVACA,9 ,Fall,Clear,0,Driver,45 - 49,Man,1,438.440.137,4.476.822.372,0
2020S019477,2020-12-31T11:25:00+02:00,20201231112500,202012311125007 ,"CALL. VALLEHERMOSO / CALL. LUCIO DEL VALLE, 106",7  CHAMBERÍ,7 ,Frontal-lateral collision,Clear,0,Driver,35 - 39,Man,0,439.941.964,4.476.827.909,0
2020S019522,2020-12-29T12:50:00+02:00,20201229125000,2020122912500010,"CALL. BLAS CABRERA, 2",10  LATINA,10,Multiple collision,Clear,0,Driver,55 - 59,Man,NULL,434.171.091,4.470.421.917,0
2020S019522,2020-12-29T12:50:00+02:00,20201229125000,2020122912500010,"CALL. BLAS CABRERA, 2",10  LATINA,10,Multiple collision,Clear,0,Driver,65 - 69,Man,NULL,434.171.091,4.470.421.917,0
2020S019525,2020-12-30T12:00:00+02:00,20201230120000,202012301200002 ,"PASEO. SANTA MARIA DE LA CABEZA, 10",2  ARGANZUELA,2 ,Fall,Clear,0,Driver,21 - 24,Man,1,441.081.048,4.473.102.420,0
2020S019537,2020-12-31T19:00:00+02:00,20201231190000,202012311900004 ,"CALL. SERRANO, 13",4  SALAMANCA,4 ,Scope,Cloudy,1,Driver,30 - 34,Woman,0,441.612.973,4.474.966.991,0
2020S019560,2020-12-28T19:30:00+02:00,20201228193000,2020122819300016,"CALL. PRINCIPE CARLOS, 50",16  HORTALEZA,16,Fall,NULL,0,Driver,30 - 34,Man,NULL,444.411.407,4.482.759.142,0
2020S019568,2020-12-27T12:15:00+02:00,20201227121500,2020122712150016,"CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. MARIA REICHE, 32",16  HORTALEZA,16,Fall,Clear,0,Driver,45 - 49,Man,0,447.965.280,4.482.185.652,0
2020S019568,2020-12-27T12:15:00+02:00,20201227121500,2020122712150016,"CALL. MARIA DE LAS MERCEDES DE BORBON / CALL. MARIA REICHE, 32",16  HORTALEZA,16,Fall,Clear,0,Driver,45 - 49,Man,0,447.965.280,4.482.185.652,0
2020S019571,2020-12-26T13:30:00+02:00,20201226133000,2020122613300016,"AVDA. LAS FUERZAS ARMADAS / CMNO. MONTORO, 232",16  HORTALEZA,16,Frontal-lateral collision,Clear,0,Driver,65 - 69,Man,0,446.847.969,4.481.561.625,0
2020S019585,2020-12-18T17:20:00+02:00,20201218172000,2020121817200016,"AVDA. GRAN VIA DE HORTALEZA / CALL. HARO, 48",16  HORTALEZA,16,Scope,Clear,0,Driver,15 - 17,Man,1,444.773.644,4.479.818.013,0
2021S000047,2021-01-01T11:38:00+02:00,20210101113800,2021010111380014,"CALL. JOSE BERGAMIN / CALL. FLORENCIO CANO CRISTOBAL, 62",14  MORATALAZ,14,Fall,Clear,0,Driver,45 - 49,Man,1,446.426.917,4.473.586.644,0
2021S000142,2021-01-04T11:30:00+02:00,20210104113000,2021010411300020,PLAZA. GRECIA / AVDA. ARCENTALES wanda farola 20,20  SAN BLAS-CANILLEJAS,20,Fall,Clear,0,Driver,15 - 17,Man,0,448.606.811,4.476.216.426,0
2021S000142,2021-01-04T11:30:00+02:00,20210104113000,2021010411300020,PLAZA. GRECIA / AVDA. ARCENTALES wanda farola 20,20  SAN BLAS-CANILLEJAS,20,Fall,Clear,0,Driver,18 - 20,Man,0,448.606.811,4.476.216.426,0
2021S000142,2021-01-04T11:30:00+02:00,20210104113000,2021010411300020,PLAZA. GRECIA / AVDA. ARCENTALES wanda farola 20,20  SAN BLAS-CANILLEJAS,20,Fall,Clear,0,Driver,21 - 24,Man,0,448.606.811,4.476.216.426,0
2021S000142,2021-01-04T11:30:00+02:00,20210104113000,2021010411300020,PLAZA. GRECIA / AVDA. ARCENTALES wanda farola 20,20  SAN BLAS-CANILLEJAS,20,Fall,Clear,0,Driver,50 - 54,Man,1,448.606.811,4.476.216.426,0
2021S000204,2021-01-05T16:35:00+02:00,20210105163500,202101051635001 ,"PLAZA EMPERADOR V, Nº11",1  CENTRO,1 ,Frontal-lateral collision,Clear,0,Driver,18 - 20,Man,NULL,441.247.199,4.473.344.602,0
2021S000225,2021-01-04T10:40:00+02:00,20210104104000,202101041040003 ,"PASEO. PRADO / PLAZA. MURILLO, 11",3  RETIRO,3 ,Scope,Clear,0,Driver,40 - 44,Man,0,441.234.198,4.473.665.549,0
2021S000391,2021-01-11T22:45:00+02:00,20210111224500,202101112245001 ,"CALL. MIGUEL SERVET, 13",1  CENTRO,1 ,Fall,Clear,1,Driver,35 - 39,Man,0,440.481.239,4.473.121.778,0
2021S000393,2021-01-11T14:15:00+02:00,20210111141500,2021011114150017,"CALL. SAN DALMACIO, 39",17  VILLAVERDE,17,Crash against fixed obstacle,Clear,1,Driver,60 - 64,Woman,0,440.732.694,4.465.853.989,0
2021S000511,2021-01-16T18:50:00+02:00,20210116185000,202101161850003 ,"AVDA. CIUDAD DE BARCELONA, 144",3  RETIRO,3 ,Scope,Clear,0,Driver,21 - 24,Man,1,442.463.949,4.472.700.083,0
2021S000669,2021-01-17T20:45:00+02:00,20210117204500,202101172045002 ,"PASEO. SANTA MARIA DE LA CABEZA / PASEO. ESPERANZA, 88",2  ARGANZUELA,2 ,Fall,Clear,1,Driver,25 - 29,Woman,0,440.409.841,4.472.166.890,0
