num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S010469;14/04/2022;14:20:00;PQUE. MADRID RIO, +00280E;+00280E;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.559.494;4.473.849.167;N;NULL
2022S010534;15/04/2022;20:45:00;CALL. MAGDALENA, 12;12;1;CENTRO;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440.449.955;4.473.762.088;N;NULL
2022S010547;16/04/2022;4:50:00;CALL. GRAN VIA, 4;4;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.875.629;4.474.490.763;S;NULL
2022S010612;17/04/2022;0:45:00;CALL. BRAILLE / CALL. MOLINS DE REY;8;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.209.332;4.483.011.874;N;NULL
2022S010651;17/04/2022;13:45:00;CALLE CLAVEL CON CALLE INFANTAS;8;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.675.456;4.474.667.126;N;NULL
2022S010697;17/04/2022;17:17:00;GTA. RIO URUBAMBA / m 4;0;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;NULL;NULL;446.813.596;4.479.942.064;N;NULL
2022S010709;17/04/2022;22:00:00;AVDA. CIUDAD DE BARCELONA, 83;83;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.841.903;4.472.445.118;N;NULL
2022S010710;17/04/2022;22:40:00;CALL. GRAN VIA / CALL. ALCALA;2;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440.871.678;4.474.492.721;S;NULL
2022S010821;18/04/2022;11:00:00;CTRA. RODAJOS / GTA. CAÑOS;2;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;435.465.935;4.473.891.621;N;NULL
2022S010821;18/04/2022;11:00:00;CTRA. RODAJOS / GTA. CAÑOS;2;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.465.935;4.473.891.621;N;NULL
2022S010893;19/04/2022;16:50:00;PASEO. PERALES / CALL. JOSE MARIA DEL BOTO;4;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.390.976;4.472.966.307;N;NULL
2022S011035;20/04/2022;21:50:00;RONDA. SUR / CALL. MONTANCHEZ;8;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.023.387;4.469.432.703;N;NULL
2022S011043;20/04/2022;0:10:00;CALL. MIOSOTIS / CALL. FRAY JUNIPERO SERRA;14;6;TETUÁN;Colisión fronto-lateral;LLuvia intensa;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.668.982;4.479.575.774;N;NULL
2022S011178;21/04/2022;22:50:00;CALL. MATEO INURRIA / METRO. PLAZA DE CASTILLA;2;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.610.214;4.479.708.871;N;NULL
2022S011185;22/04/2022;1:55:00;CUSTA. SAN VICENTE, 44;44;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;3;Ingreso superior a 24 horas;439.031.712;4.474.666.487;S;NULL
2022S011198;21/04/2022;14:00:00;CALL. ALCALA, 206 (FRENTE A LA PLAZA DE TOROS);206;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.762.445;4.475.785.458;N;NULL
2022S011206;22/04/2022;8:50:00;CALL. JOAQUIN COSTA, 8;8;5;CHAMARTÍN;Caída;Lluvia débil;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.673.144;4.477.485.321;N;NULL
2022S011330;22/04/2022;19:16:00;CALL. PRINCIPE DE VERGARA / CALL. GENERAL ORAA;88;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442.398.311;4.476.395.207;N;NULL
2022S011744;23/04/2022;14:10:00;CALL. GENERAL RICARDOS, 45;45;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.894.002;4.471.892.482;N;NULL
2022S011820;24/04/2022;10:05:00;CALL. EMBAJADORES / CALL. SANTA CATALINA;460;13;PUENTE DE VALLECAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.524.046;4.468.994.347;N;NULL
2022S011822;24/04/2022;11:45:00;FRENTE A CALLE ESTANISLAO GOMEZ;2;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;448.619.822;4.478.134.849;N;NULL
2022S011825;24/04/2022;12:05:00;AVDA. LAS FUERZAS ARMADAS, 270;270;16;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.192.296;4.481.431.029;N;NULL
2022S011827;24/04/2022;13:45:00;CALL. SEPULVEDA, 87;87;10;LATINA;Colisión lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.909.753;4.472.918.326;N;NULL
2022S011979;25/04/2022;18:20:00;PLAZA. ANTON MARTIN, 0;0;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.650.375;4.473.786.261;N;NULL
2022S011979;25/04/2022;18:20:00;PLAZA. ANTON MARTIN, 0;0;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.650.375;4.473.786.261;N;NULL
2022S011981;25/04/2022;19:30:00;CTRA. CIUDAD UNIVERSITARIA, 0;0;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;435.738.384;4.475.576.572;N;NULL
2022S011981;25/04/2022;19:30:00;CTRA. CIUDAD UNIVERSITARIA, 0;0;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;435.738.384;4.475.576.572;N;NULL
2022S011993;25/04/2022;20:40:00;AVDA. MAYORAZGO, 26;26;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.374.749;4.468.351.685;N;NULL
2022S012047;26/04/2022;18:20:00;CALL. LIVERPOOL / CALL. ESTOCOLMO;9;20;SAN BLAS-CANILLEJAS;Caída;LLuvia intensa;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;448.833.331;4.476.047.841;N;NULL
2022S012065;26/04/2022;19:15:00;CALL. GENERAL DIAZ PORLIER, 17;17;4;SALAMANCA;Atropello a persona;Lluvia débil;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;442.549.620;4.475.260.877;N;NULL
2022S012065;26/04/2022;19:15:00;CALL. GENERAL DIAZ PORLIER, 17;17;4;SALAMANCA;Atropello a persona;Lluvia débil;Bicicleta;Peatón;De 70 a 74 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.549.620;4.475.260.877;N;NULL
2022S012132;26/04/2022;22:15:00;PLAZA. SANTO DOMINGO / CUSTA. SANTO DOMINGO;1;1;CENTRO;Colisión lateral;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.908.076;4.474.653.327;N;NULL
2022S012245;28/04/2022;0:00:00;CALL. ALMAGRO / CALL. CARACAS;1;7;CHAMBERÍ;Colisión fronto-lateral;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.243.444;4.475.780.574;N;NULL
2022S012306;27/04/2022;6:00:00;CALL. FUENTE CARRANTONA / AVDA. PABLO NERUDA;1;14;MORATALAZ;Alcance;Lluvia débil;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;445.688.903;4.471.820.159;N;NULL
2022S012397;28/04/2022;17:40:00;CALL. VILLAAMIL, 265;265;9;MONCLOA-ARAVACA;Colisión lateral;Nublado;Bicicleta;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;439.554.615;4.479.987.472;N;NULL
2022S012421;28/04/2022;18:55:00;CALL. SAN AQUILINO / CALL. SAN BENITO;6;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;441.474.362;4.479.969.279;N;NULL
2022S012426;28/04/2022;19:00:00;PLAZA. SANTA MARIA SOLEDAD TORRES ACOSTA, 1;1;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;3;Ingreso superior a 24 horas;440.182.427;4.474.749.270;N;NULL
2022S012441;28/04/2022;22:30:00;CALL. SANTA ENGRACIA, 111;111;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;440.625.399;4.476.586.030;N;NULL
2022S012452;29/04/2022;2:47:00;AVDA. GRAN VIA DE SAN FRANCISCO, 17;17;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Menor de 5 años;Hombre;NULL;NULL;439.450.179;4.473.456.549;N;NULL
2022S012537;29/04/2022;19:00:00;AVDA. ARCENTALES / AVDA. CANILLEJAS A VICALVARO;37;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.052.667;4.476.174.541;N;NULL
2022S012665;29/04/2022;21:55:00;CMNO. VALDERRIBAS / CALL. DOCTOR SALGADO;70;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443.740.673;4.472.352.792;N;NULL
2022S012680;30/04/2022;18:00:00;GTA. CAÑOS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;435.477.492;4.473.912.312;N;NULL
2022S012687;29/04/2022;14:28:00;AVDA. MIGUEL HERNANDEZ / CALL. TORREMOLINOS;11;13;PUENTE DE VALLECAS;Atropello a animal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445.787.399;4.470.476.943;N;NULL
2022S012756;01/05/2022;11:25:00;CALL. SAGUNTO / CALL. SANTA ENGRACIA;22;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.759.249;4.476.166.359;N;NULL
2022S012764;01/05/2022;12:50:00;CALL. ACONCAGUA, 2 JUNTO  COMITE OLIMPICO;2;16;HORTALEZA;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;446.142.389;4.479.972.262;N;NULL
2022S012769;01/05/2022;14:10:00;CALL. BRAVO MURILLO / CALL. FULGENCIO DE MIGUEL;201;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.411.630;4.478.509.989;N;NULL
2022S012844;02/05/2022;9:30:00;CALL. CONSUELO GUZMAN / AVDA. POBLADOS;1;11;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.047.220;4.469.849.914;N;NULL
2022S012853;01/05/2022;16:05:00;CALL. JUAN DE AUSTRIA / CALL. SAGUNTO;27;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.636.584;4.476.138.490;N;NULL
2022S012891;02/05/2022;14:30:00;CALL. BEATRIZ DE BOBADILLA, 8;8;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.441.132;4.477.649.171;N;NULL
2022S012891;02/05/2022;14:30:00;CALL. BEATRIZ DE BOBADILLA, 8;8;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Pasajero;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;439.441.132;4.477.649.171;N;NULL
2022S013105;29/04/2022;14:30:00;CALL. ANILLO VERDE / M500 PK 46;1;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.181.904;4.476.247.108;N;NULL
2022S013286;29/04/2022;14:00:00;CALL. ANILLO VERDE / CLUB;1;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.324.168;4.476.496.742;N;NULL
2022S013424;04/05/2022;19:00:00;AVDA. VENTISQUERO DE LA CONDESA, 12;12;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;439.276.722;4.482.089.878;N;NULL
2022S013436;05/05/2022;19:30:00;CALL. TRUJILLOS / CALL. FLORA;1;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;439.981.482;4.474.418.643;N;NULL
2022S013439;05/05/2022;17:10:00;PASEO. JACINTOS / CALL. PINTOR RIBERA;11;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;14;Sin asistencia sanitaria;443.567.615;4.478.254.055;N;NULL
2022S013439;05/05/2022;17:10:00;PASEO. JACINTOS / CALL. PINTOR RIBERA;11;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Pasajero;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;443.567.615;4.478.254.055;N;NULL
2022S013439;05/05/2022;17:10:00;PASEO. JACINTOS / CALL. PINTOR RIBERA;11;5;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Mujer;2;Ingreso inferior o igual a 24 horas;443.567.615;4.478.254.055;N;NULL
2022S013441;05/05/2022;15:40:00;CALL. PAMPLONA, 61;61;6;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;Ingreso inferior o igual a 24 horas;440.006.461;4.478.642.411;N;NULL
2022S013442;05/05/2022;18:40:00;CALL. MARIA DE MOLINA / PASEO. CASTELLANA;1;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.474.138;4.476.582.376;N;NULL
2022S013462;06/05/2022;2:45:00;CALL. ADUANA / CALL. MONTERA;1;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.400.565;4.474.400.937;N;NULL
2022S013479;06/05/2022;9:00:00;PLAZA. ALOSNO / CMNO. VIEJO DE VICALVARO;7;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.608.054;4.472.946.473;N;NULL
2022S013525;06/05/2022;10:45:00;CALL. MARTINEZ IZQUIERDO / CALL. FRANCISCO SANTOS;44;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;443.411.258;4.476.219.222;N;NULL
2022S013526;06/05/2022;14:00:00;CALL. PRINCIPE DE VERGARA / CALL. ALCALA;2;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.294.246;4.474.918.488;N;NULL
2022S013631;06/05/2022;15:20:00;CALL. DON RAMON MENENDEZ PIDAL / AVDA. GREGORIO DEL AMO;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;439.006.957;4.477.610.809;N;NULL
2022S013849;07/05/2022;10:38:00;AVDA. ALBUFERA, 21;21;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;443.357.276;4.472.083.940;N;NULL
2022S013879;07/05/2022;14:50:00;PASEO. MELANCOLICOS / PASEO. PONTONES;51;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.841.579;4.472.852.190;N;NULL
2022S013984;08/05/2022;9:00:00;CALL. VELAZQUEZ / CALL. AYALA;54;4;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;442.002.634;4.475.450.432;N;NULL
2022S013984;08/05/2022;9:00:00;CALL. VELAZQUEZ / CALL. AYALA;54;4;SALAMANCA;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;442.002.634;4.475.450.432;N;NULL
2022S014002;08/05/2022;13:30:00;CALL. GREGORIO LOPEZ MADERA / AVDA. CANILLEJAS A VICALVARO;1;20;SAN BLAS-CANILLEJAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.155.450;4.475.562.014;N;NULL
2022S014043;09/05/2022;0:50:00;PASEO. ERMITA DEL SANTO / PASEO. QUINCE DE MAYO;72;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.455.348;4.472.451.568;N;NULL
2022S014047;05/05/2022;12:10:00;PASEO. PIÑONERO, 3;3;9;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.708.908;4.475.261.101;N;NULL
2022S014062;09/05/2022;12:40:00;AVDA. LAS FUERZAS ARMADAS, 142;142;16;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;446.524.668;4.481.803.243;N;NULL
2022S014065;09/05/2022;10:00:00;CALL. SAN BERNARDO / GTA. RUIZ JIMENEZ;95;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;440.098.395;4.475.691.920;N;NULL
2022S014083;09/05/2022;17:50:00;CALL. GENERAL RICARDOS, 43;43;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;2;Ingreso inferior o igual a 24 horas;438.904.062;4.471.897.703;N;NULL
2022S014095;09/05/2022;20:40:00;CALL. PUERTO DE BALBARAN / AVDA. BUENOS AIRES;133;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.545.868;4.469.778.074;N;NULL
2022S014096;09/05/2022;22:20:00;PASEO. CHOPERA, 10;10;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440.713.082;4.471.675.898;N;NULL
2022S014096;09/05/2022;22:20:00;PASEO. CHOPERA, 10;10;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.713.082;4.471.675.898;N;NULL
2022S014111;09/05/2022;22:15:00;IDB. PARQUE CUÑA VERDE / CALL. ARROYO DE LA MEDIA LEGUA;0;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;444.671.356;4.473.884.165;N;NULL
2022S014125;07/05/2022;11:00:00;CTRA. CIUDAD UNIVERSITARIA- CAMINO DEL SANTO;0;9;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;435.660.541;4.474.473.726;N;NULL
2022S014138;10/05/2022;15:00:00;CALL. NARVAEZ / CALL. O'DONNELL;28;3;RETIRO;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;442.647.541;4.474.753.724;N;NULL
2022S014264;10/05/2022;20:12:00;AVDA. BUENOS AIRES / AVDA. ENTREVIAS;101;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;444.578.974;4.469.808.943;N;NULL
2022S014377;11/05/2022;16:15:00;PASEO. CASTELLANA / AVDA. ALBERTO ALCOCER;162;5;CHAMARTÍN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;441.567.304;4.478.915.588;N;NULL
2022S014389;10/05/2022;19:44:00;CALL. HACIENDA DE PAVONES / CALL. ARROYO FONTARRON;356;14;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446.678.527;4.472.219.997;N;NULL
2022S014475;11/05/2022;21:00:00;AVDA. LA GAVIA / AVDA. MAYORAZGO;4;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;448.430.920;4.469.819.344;N;NULL
2022S014486;11/05/2022;21:00:00;CALL. BOYER, 30;30;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;450.386.224;4.472.992.515;N;NULL
2022S014513;11/05/2022;12:39:00;RONDA. SEGOVIA, 2F;2,00 F;2;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;439.126.107;4.473.817.842;N;NULL
2022S014527;12/05/2022;10:35:00;CALL. MEQUINENZA, 12;12;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.675.502;4.477.728.589;N;NULL
2022S014536;07/05/2022;11:20:00;CMNO. PIÑONERO, 0;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.697.574;4.475.268.557;N;NULL
2022S014536;07/05/2022;11:20:00;CMNO. PIÑONERO, 0;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.697.574;4.475.268.557;N;NULL
2022S014541;09/05/2022;12:50:00;GTA. PATINES / PASEO. CASTAÑOS;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.649.258;4.474.336.010;N;NULL
2022S014727;13/05/2022;21:05:00;PASEO. BAJO DE LA VIRGEN DEL PUERTO, 3;3;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.745.170;4.473.605.377;N;NULL
2022S014845;13/05/2022;22:20:00;CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO;47;11;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;NULL;NULL;437.803.751;4.472.400.568;N;NULL
2022S014862;10/05/2022;15:22:00;PASEO. EL PARDO / CALL. ADELINA PATTI;41;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;434.028.380;4.486.213.928;N;NULL
2022S014871;14/05/2022;19:00:00;CALL. CARCASTILLO, 3;3;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;3;Ingreso superior a 24 horas;437.707.267;4.470.075.669;N;NULL
2022S014888;14/05/2022;22:35:00;CALL. MENDEZ ALVARO / CALL. ANCORA;20;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;441.587.957;4.472.720.140;N;NULL
2022S014974;15/05/2022;17:55:00;CALL. BLASCO DE GARAY / CALL. MELENDEZ VALDES;38;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;439.642.002;4.476.052.967;N;NULL
2022S015034;16/05/2022;12:10:00;PASEO. CASTELLANA, 155;155;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.484.619;4.479.177.652;N;NULL
2022S015037;16/05/2022;12:22:00;AVENIDA MANZANARES 220;220;12;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.669.167;4.471.219.021;N;NULL
2022S015037;16/05/2022;12:22:00;AVENIDA MANZANARES 220;220;12;USERA;Colisión frontal;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.669.167;4.471.219.021;N;NULL
