,Unnamed: 0,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
190,190,5253,Colegio publico patriarca obispo eijo y garay,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6a26a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,El Viso,https://wikidata.org/entity/Q4778,Chamartin,https://wikidata.org/entity/Q1766348,442193,4476784,917 450 282,917 451 152,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-19:30,,III,1,Si,Si (c/ edison),,No,No,"Canastas, columpios",Alumbrado,"3847,45",Pendiente de reparacion de pistas deportivas,Jardines gregorio ordonyez (800m),"Centro cultural ecuador (400m), centro cultural china (800m)",Patio muy amplio con posta deportiva y cierta vegetacion. varios subespacios,"9, 16, 19, 29 , 52, circular",,,Avenida de America,https://wikidata.org/entity/Q730768,Calle lopez de hoyos 40
191,191,176881,Colegio publico pedro duque,"Transporte, horario ampliado, comedor, planes de mejora",Ensenyanza: educacion infantil (segundo ciclo) - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ee844b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28032,Casco Historico de Vicalvaro,https://wikidata.org/entity/Q16544374,Vicalvaro,https://wikidata.org/entity/Q589403,448463,4472023,917 762 363,917 753 209,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si (c/ molino viejo),Acceso principal (c/ marmolina),No,Toldos plegables,"Porterias, canastas","Alumbrado, fuentes","4769,08",Aceptable (alguna grieta),"Parque forestal valdebernardo (220m), parque valderribas (400m)",,,"71, 100",,,,,Calle marmolina 5
192,192,5267,Colegio publico peru,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=bf36a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28019,Comillas,https://wikidata.org/entity/Q955844,Carabanchel,https://wikidata.org/entity/Q1001991,439577,4471918,91 569 14 65,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,III,4,Si,Si (c/ baleares),C/ antonio leyva,Si,Si (100m²),"Porterias, canastas, juegos","Alumbrado, fuentes","1421,85 + 1219,65 + 1731,99",Bueno,,,,"23 , 34 , 35 , 116 , 118 , 119",,,Marques de Vadillo,https://wikidata.org/entity/Q2056948,Calle baleares 18
193,193,5268,Colegio publico pi i margall,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0556a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28004,Universidad,https://wikidata.org/entity/Q10387767,Centro,https://wikidata.org/entity/Q1763376,440234,4475367,915 323 420,915 231 075,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,No,No,,Si,Porche,Canastas,No,"291,34",Bueno,"Plaza dos de mayo (0m), parque conde del valle de suchil (650m)",Biblioteca mario vargas llosa (500m) centro cultural conde duque,,"3 , 21 , 40 , 147 , 149",,,Tribunal,https://wikidata.org/entity/Q2479844,Plaza dos de mayo 2
194,194,176871,Colegio publico pinar de san jose,"Horario ampliado, comedor, integracion preferente: motoricos",Ensenyanza: segundo ciclo de educacion infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=99744b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28054,Buenavista,https://wikidata.org/entity/Q953929,Carabanchel,https://wikidata.org/entity/Q1001991,435102,4468331,915 112 417,915 112 418,Cp.pinardesanjose.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-20:00,,III,3,Si,Si (c/ patrimonio de la humanidad),C/ los morales,No,Si,"Porterias, canastas, toboganes, bancos, zonas de tierra",Alumbrado,"6364,01","Mejorable (pavimentos deteriorados, vallado muy bajo)",,,,"155, 35",,,La Peseta,https://wikidata.org/entity/Q2484416,Calle patrimonio de la humanidad 39
195,195,5269,Colegio publico pinar del rey,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5a66a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Pinar del Rey,https://wikidata.org/entity/Q10349788,Hortaleza,https://wikidata.org/entity/Q1928529,444541,4480310,917 664 763,917 664 763,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,2,No (escaleras),Si (c/ cervera),Acceso principal del centro,Si,"Porche, arbolado","Porterias, canastas, columpios",No,"3954,2965",Bueno,,,Normalmente el patio es cedido por las tardes a una asociacion del barrio,"107 , 125",,,,,Avenida san luis 23
196,196,5270,Colegio publico pintor rosales,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=af76a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28002,El Viso,https://wikidata.org/entity/Q4778,Chamartin,https://wikidata.org/entity/Q1766348,442559,4477537,915 623 948,915 638 730,,Ayuntamiento,Lunes-viernes,9:00-17:30,Gimnasio 17:30-20:45,,III,1,Si,No,,No,No,"Canastas, porterias",No,"1152,42",Reformado recientemente,"Jardines pablo sorozabal (0m), parque berlin (550m)","Centro sociocultural luis gonzaga (50m), biblioteca francisco ibanyez (650m)",,"29 , 52",,,Cruz del Rayo,https://wikidata.org/entity/Q2004333,Calle principe de vergara 139
197,197,5271,Colegio publico pio baroja,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f496a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Vinateros,https://wikidata.org/entity/Q10391533,Moratalaz,https://wikidata.org/entity/Q2076109,445867,4472744,917 739 618 - 913 713 235,917 739 618,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,3,Si,Si (c/ luis de hoyos sainz),,No,2 porches (15m²),"Porterias, canastas",Alumbrado (1 pista),"2413,01",Bueno,Parque vandel (20m),Polideportivo anfevi (600m),,"20, 30, 32 , 100 , 140 , 142",,,Artilleros,https://wikidata.org/entity/Q649362,Calle luis de hoyos sainz 84
198,198,5272,Colegio publico pio xii,"Comedor, transporte",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4aa6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,Almenara,https://wikidata.org/entity/Q2265427,Tetuan,https://wikidata.org/entity/Q1773540,441176,4479817,91 315 12 21,,,Ayuntamiento,Lunes-viernes continua,9:00-15:45,Actividades extraescolares 16:00-17:00,,I,1,Si,Si (c/ defin),,Si,Porches,"Canastas, porterias, columpios",Alumbrado,"1508,38",Regular,Plaza remonta (600m),"Biblioteca maria zambrano (400m), centro cultural ferdo urculo (450m), cdm antonio diaz (650m)","Patio protegido, con espacio cubierto","5 , 27 , 42 , 49 , 66 ,124 , 134 , 135",,,Plaza de Castilla,https://wikidata.org/entity/Q2463399,Calle delfin 2
199,199,5430971,Colegio publico placido domingo,"Horario ampliado, comedor",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=81ecf6fddbf04210vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,Atocha,https://wikidata.org/entity/Q3814594,Arganzuela,https://wikidata.org/entity/Q2000929,442433,4472093,917 650 789 - 633 494 079,,,Ayuntamiento,Lunes-viernes continua,7:30-18:00,,,III,1,Si,Si (c/ tejo),,No,No,"Porterias, canastas",No,"2057,91",Bueno,Parque planetario (750m),,,"8, 102, 152, 156",,,Mendez alvaro,https://wikidata.org/entity/Q2479775,Calle tejo 5
200,200,5273,Colegio publico portugal,Comedor,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9fb6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28008,Arguelles,https://wikidata.org/entity/Q64874,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,439356,4475167,91 541 73 30,,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-18:30,,III,2,Si,No,,No,Si (20m²),"Bancos (mal estado), canastas",Alumbrado,"575,76",,Necesita reparacion urgente,"Parque de la montanya (200m), pza de espanya (250m)",Biblioteca jose acunya (400m),"1 , 2 , 44 , 46 , 74 , 75 , 133 , 138 , 148 , 202",,,Ventura Rodriguez,https://wikidata.org/entity/Q2378663,Calle juan alvarez mendizabal 20
201,201,5275,Colegio publico pradolongo,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=e4d6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,El Zofio,https://wikidata.org/entity/Q71751,Usera,https://wikidata.org/entity/Q953368,439235,4470063,91 469 35 81,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,Si,Si (c/ parque de la paloma),,No,"Porche, arbolado","Porterias, canastas, columpios",No,"5762,1",Pendiente de reforma,"Parque pradolongo, parque olof palmer, parque sur",,,"6 , 60 , 78 , 81",,,,,Calle parque de la paloma 9
202,202,5276,Colegio publico principe de asturias,Comedor,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3ae6a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28049,El Goloso,https://wikidata.org/entity/Q10271137,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,440993,4488102,917 355 115,917 355 003,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:30,,II,1,Si,Si (c/ kant),"C/ pavlov, carretera de colmenar viejo",Si,"Pasarela cubierta, mucho arbolado","Porterias, canastas, columpios, bancos","Alumbrado, fuentes","4127,85",Regular (dificil de mantener por su tamanyo),,,"Patio dividido en varias zonas irregulares de tierra, con vegetacion.",,,,,,Calle kant 2
203,203,5278,Colegio publico puerto rico,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=d417a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Orcasitas,https://wikidata.org/entity/Q3773941,Usera,https://wikidata.org/entity/Q953368,438923,4468845,913 412 726,913 416 960,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Servicio psicopedagogico 16:00-18:00,II,1,Si,Si (c/ segura),,Si,Porche (150m2),"Porterias, canastas, tobogan, mesas de juegos, bancos de obra",Fuentes,"4538,64","Una parte nueva, otra en mal estado",,,,"6 , 60 , 131",,,,,Calle segura 74
204,204,5279,Colegio publico rabindranath tagore,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2a27a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28029,La Paz,https://wikidata.org/entity/Q5869740,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,441019,4481612,917 332 373,917 332 373,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,n,,Si,,No,No,,No,"3975,48",,,,"Parcela grande y compleja, diferentes espacios e instalaciones disgregadas. ","67 , 132",,,,,Calle julio palacios 35
205,205,6027,Colegio publico ramiro de maeztu,"Comedor, horario ampliado, planes de mejora",Ensenyanzas autorizadas: educacion infantil segundo ciclo - educacion primaria - ensenyanza Bilingue  - aleman,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=91f4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,El Viso,https://wikidata.org/entity/Q4778,Chamartin,https://wikidata.org/entity/Q1766348,441811,4477054,915 616 249,915 647 056,Cp.ramirodemaeztu.madrid@educa.madrid.org,Comunidad,Lunes-viernes,8:20-15:10 y 17:30-22:30,,,III,5,,Si (con cierto recorrido),,No,No,,No,"1007,64 + 407",,Plaza de azca (900m),Pabellon deportivo la nevera (0m),Patios disgregados conectados a traves de corredores abiertos. pistas deportivas amplias. ,"9 , 16 , 19 , 51",,,Republica Argentina,https://wikidata.org/entity/Q2479342,Calle serrano 127
206,206,5280,Colegio publico ramon gomez de la serna,"Comedor, transporte",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7f37a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,San Cristobal,https://wikidata.org/entity/Q390457,Villaverde,https://wikidata.org/entity/Q919536,441540,4465897,917 972 522 - 915 053 446,917 972 554,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,III,3,Si,Si (c/ godella),,No,Si (pequenyos),"Canastas, porterias, tobogan, papeleras",No,"1966,30 + 1246,91",Bueno,,,,"59 , 79",Estacion de San Cristobal de los angeles,https://wikidata.org/entity/Q5494493,,,Calle godella 170
207,207,5281,Colegio publico ramon maria del valle inclan,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=c457a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Hellin,https://wikidata.org/entity/Q10294546,San Blas,https://wikidata.org/entity/Q2001937,447556,4475652,913 130 739,913 130 739,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,Entrenamientos equipo de baloncesto del distrito,I,2,Si,Si (c/ alconera),C/ taquigrafia,Si,No,"Porterias, canastas, bancos, columpios, vestuarios","Alumbrado, fuente","10129,334",Regular (necesita renovacion y sombras),,,"Varias pistas deportivas, ademas de un patio delantero con juegos.","38 , 48",,,San Blas,https://wikidata.org/entity/Q2482075,Calle alconera 1
208,208,5282,Colegio publico ramon perez de ayala,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1a67a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28043,Canillas,https://wikidata.org/entity/Q9694341,Hortaleza,https://wikidata.org/entity/Q1928529,446318,4479712,917 592 205,917 599 412,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,II,2,Si,Si (c/ motilla del palancar),C/ pedro alonso,Si,Si,"Porterias, canastas, columpios",Alumbrado,"1663,885",Bueno,,,,"73 , 112 , 120",,,Canillas,https://wikidata.org/entity/Q2481265,Calle motilla del palancar 19
209,209,5283,Colegio publico real armada,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6f77a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Fontarron,https://wikidata.org/entity/Q10283284,Moratalaz,https://wikidata.org/entity/Q2076109,445219,4472545,"917 736 583        
917 724 429 (primaria)",917 736 583,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,2,Si,Si,,No,"Si (6x10m²), algo de arbolado","Porterias, canastas, juegos",Alumbrado,"1171,27 + 1611,72",Mejorable (suelos levantados sin arreglar),Parque de los patines (650m),"Biblioteca moratalaz (500m), polideportivo anfevi (750m)",,"8 , 20 , 30 , 63 , 143",,,Artilleros,https://wikidata.org/entity/Q649362,Calle corregidor juan francisco de lujan 114
210,210,5284,Colegio publico regimiento inmemorial del rey,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b497a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Media Legua,https://wikidata.org/entity/Q9031035,Moratalaz,https://wikidata.org/entity/Q2076109,444220,4473183,914 390 948,913 282 535,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,3,Si (2 patios),Si (av. moratalaz),C/ entrearroyos,Si,No,"Porterias, canastas",No,"1189,62 + 888,65",Mejorable,Parque darwin (100m),Biblioteca miguel delibes (700m),,"8 , 20 , 30 , 32 , 113",,,,,Avenida moratalaz 51
211,211,5170,Colegio publico reina victoria,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=714fa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28006,Castellana,https://wikidata.org/entity/Q4781,Salamanca,https://wikidata.org/entity/Q1773521,442462,4476303,915 631 283,914 113 067,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,1,Si,No,,Si,Porche (120m²),"Porterias, juegos",Alumbrado (no funciona),"1114,76",Actualmente se esta realizando el proyecto de reforma del patio,,,,"1 , 29 , 52 , 74",,,Nunyez de Balboa,https://wikidata.org/entity/Q782924,Calle principe de vergara 61
212,212,5289,Colegio publico republica de brasil,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0aa7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,San Fermin (Madrid),https://wikidata.org/entity/Q71758,Usera,https://wikidata.org/entity/Q953368,441427,4469102,917 923 478,917 920 822,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades extraescolares  l-v 16:00-19:00, m-j 16:00-20:00","Actividades del ampa, del ayuntamiento, de la comunidad de madrid, 3 escuelas municipales deportivas",II,3,Si,Si,,Si,"Zona de infantil cubierta, arbolado","Porterias, canastas, columpios, bancos corridos, zona para actuaciones, zona de tierra","Alumbrado, fuentes","2794,95",Bueno (reformado en proyecto micos 2019),Parque lineal del manzanares,"Polideportivo orcasur, caja magica. nueva biblioteca. centro cultural",Cuenta con zonas verdes y equipamientos,"23 , 78 , 123",,,,,Avenida fueros 34
213,213,5286,Colegio publico republica de chile,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5fb7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Simancas,https://wikidata.org/entity/Q10371626,San Blas,https://wikidata.org/entity/Q2001937,447003,4475462,91 304 66 58,,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividdes extraescolares 16:00 a 17:30 ,Centro de dia cruz roja 16:00-20:00,II,4,Si (algunos patios),Si,2,Si,No,"Porterias, gradas",No,"1978,72",Bueno (la pista),Si,Auditorio,,"4 , 38 , 48 , 70 , 109",,,Simancas,https://wikidata.org/entity/Q2481349,Calle castillo de ucles 28
214,214,5285,Colegio publico republica de colombia,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a4d7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28025,Puerta Bonita,https://wikidata.org/entity/Q3813762,Carabanchel,https://wikidata.org/entity/Q1001991,437550,4469963,914 650 587,914 650 587,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,,,I,3,Si,Si (pza. alloz),,Si,Si,"Porterias, canastas, columpios, arenero",Alumbrado,"3596,47",Bueno,,,,"47 , 108 , 118 , 121 , 131",,,Pan Bendito,https://wikidata.org/entity/Q2482414,Plaza alloz 3
215,215,5290,Colegio publico republica de ecuador,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f9e7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28019,Opanyel,https://wikidata.org/entity/Q3813756,Carabanchel,https://wikidata.org/entity/Q1001991,438554,4471240,914 603 284 - 915 600 937,914 603 284,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Escuela oficial de idiomas de carabanchel 16:00-20:30,III,1,No (escalones),No,,No,Si (20m²),"Porterias, canastas, mesas",Alumbrado,"3236,9",Bueno,,,,"34 , 35 , 55 , 81 , 108 , 118 , 247",,,Opanyel,https://wikidata.org/entity/Q2482116,Calle valle de oro 41
216,216,5291,Colegio publico republica de el salvador,"Comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=945813db5b71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,Los angeles,https://wikidata.org/entity/Q390462,Villaverde,https://wikidata.org/entity/Q919536,440728,4466783,917 964 041,917 987 815,Cp.elsalvador.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,Quedamos al salir de clase' 16:00-20:00,II,4,Si (1 patio),Si,,Si,Toldo (patio infantil),"Porterias, canastas",Alumbrado,"1732,78 + 1377,59",Bueno (en patios reformados),,,,"22 , 86 , 130",,,,,Calle sacedon 2
217,217,5262,Colegio publico republica de panama nº 1,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4ff7a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Arcos,https://wikidata.org/entity/Q9627876,San Blas,https://wikidata.org/entity/Q2001937,447612,4475289,"913 065 472    
917 754 199",913 065 472,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,3,Si,Si (c/ aparejadores),,No,No,"Canastas, porterias",Alumbrado,"2176,1946",Regular (necesita reformas importantes),,,,"38 , 48",,,San Blas,https://wikidata.org/entity/Q2482075,Calle peones 2
