PK;TIPO-CENTRO;CENTRO-DIA;HORARIO;EQUIPAMIENTO;METRO;BUS;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;DIRECCION;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;TIPO
114377;Centro de Día Municipal ;Leñeros_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;44, 128;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a2a8899fc81c010VgnVCM1000000b205a0aRCRD;CALLE LEÑEROS, 25, 28039 MADRID;1;BELLAS_VISTAS;6;TETUAN;439852;4478398;40.45406088024461;-3.7093713617566357;917 547 727;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4653332;Centro de Día Municipal ;Loyola_de_Palacio;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;L3 (San Fermín-Orcasur);123, 78;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c918fa6773b45110VgnVCM1000000b205a0aRCRD;CALLE SILVINA, 10, 28041 MADRID;3;SAN_FERMIN;12;USERA;441268;4468622;40.36609508795193;-3.691758695831246;913 920 744;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4596681;Centro de Día Municipal ;Luis_Peidró;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;L1 (Puente Vallecas);152, 10, 24, 54;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b87907d8b923110VgnVCM1000000b205a0aRCRD;CALLE LUIS PEIDRO, 2, 28007 MADRID;2;ADELFAS;3;RETIRO;442841;4472041;40.39701377469427;-3.6735395596361586;914 945 570;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4557784;Centro de Día Municipal ;Margarita_Retuerto;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Ventas;53, 74;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc182eb6daae1110VgnVCM1000000b205a0aRCRD;CALLE FRANCISCO ALTIMIRAS, 4, 28028 MADRID;4;GUINDALERA;4;SALAMANCA;443707;4476152;40.43409783062514;-3.6637111034337244;917 241 448;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10863999;Centro de Día Municipal ;María_Teresa_León;De 8:15 a 18 horas de lunes a viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Iglesia (Línea 1);40, 147;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c419cb64c738610VgnVCM2000001f4a900aRCRD;CALLE RAFAEL CALVO, 8, 28010 MADRID;4;ALMAGRO;7;CHAMBERI;440895;4476114;40.43357121581537;-3.6968361471317497;916 313 797;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10911837;Centro de Día Municipal ;Miguel_Delibes_Cognitivo;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Ciudad de los Ángeles (L3);23, 123;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c424b052b679610VgnVCM1000001d4a900aRCRD;AVENIDA FELICIDAD, 24, 28041 MADRID;4;LOS_ROSALES;17;VILLAVERDE;441517;4467809;40.35879755119779;-3.688763441324268;913 178 684;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5439859;Centro de Día Municipal ;Miguel_Delibes_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Ciudad de los Ángeles (L3);23, 123;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bed22f513bd44210VgnVCM2000000c205a0aRCRD;AVENIDA FELICIDAD, 24, 28041 MADRID;4;LOS_ROSALES;17;VILLAVERDE;441517;4467809;40.35879755119779;-3.688763441324268;913 603 199;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5423852;Centro de Día Municipal ;Mora_de_Rubielos;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;77, 105, 140, 153;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4c168375b6e3210VgnVCM2000000c205a0aRCRD;PLAZA VILLA DE CANILLEJAS, 3, 28022 MADRID;7;CANILLEJAS;20;SAN_BLAS-CANILLEJAS;448182;4477362;40.44528915549158;-3.611040332969437;917 547 731;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
190718;Centro de Día Municipal ;Moratalaz;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Vinateros;71;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df65c948ff940110VgnVCM2000000c205a0aRCRD;CALLE ARROYO BELINCOSO, 13, 28030 MADRID;4;MEDIA_LEGUA;14;MORATALAZ;444593;4473453;40.40984323076443;-3.653030570418376;913 339 755;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10047540;Centro de Día Municipal ;Nicanor_Barroso;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Pavones;8, 20.;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=378cf0e738334510VgnVCM1000001d4a900aRCRD;CALLE ENCOMIENDA DE PALACIOS, 190, 28030 MADRID;5;FONTARRON;14;MORATALAZ;445516;4472229;40.398886698528045;-3.6420364042780338;918 429 849;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
122271;Centro de Día Municipal ;Orcasur;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;78, 116Renfe: Orcasitas;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f24051c8d91f010VgnVCM1000000b205a0aRCRD;AVENIDA ORCASUR, 60, 28041 MADRID;2;ORCASUR;12;USERA;440559;4468845;40.36805374722897;-3.700129656851365;917 239 270;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
10911854;Centro de Día Municipal ;Pablo_Casals_Cognitivo;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Simancas (L7);36, 48;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3e64b052b679610VgnVCM1000001d4a900aRCRD;CALLE POBLADURA DEL VALLE, 13, 28037 MADRID;3;AMPOSTA;20;SAN_BLAS-CANILLEJAS;447226;4475394;40.427500053220186;-3.6221612539614485;917 609 772;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4572725;Centro de Día Municipal ;Pablo_Casals_Físico;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Simancas (L7);38, 48;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=985ed57431072110VgnVCM1000000b205a0aRCRD;CALLE POBLADURA DEL VALLE, 13, 28037 MADRID;3;AMPOSTA;20;SAN_BLAS-CANILLEJAS;447226;4475394;40.427500053220186;-3.6221612539614485;917 609 772;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11771;Centro de Día Municipal ;Pablo_Neruda;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;10, 54, 144;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ad7d4985261c010VgnVCM1000000b205a0aRCRD;CALLE GERARDO DIEGO, 8, 28018 MADRID;4;PALOMERAS_SURESTE;13;PUENTE_DE_VALLECAS;445300;4470710;40.385179370371446;-3.6444628142076514;913 806 849;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
4573114;Centro de Día Municipal ;Pamplona;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.; Estrecho (L1);128, 64, 126;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=763bdcb32b072110VgnVCM1000000b205a0aRCRD;CALLE PAMPLONA, 14, 28039 MADRID;1;BELLAS_VISTAS;6;TETUAN;440198;4478452;40.454572302505326;-3.7052961676738767;917 547 736;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
117735;Centro de Día Municipal ;Parque_Querol;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;7, 29, 129;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=177a8899fc81c010VgnVCM1000000b205a0aRCRD;CALLE VELEZ RUBIO, 1, 28033 MADRID;5;APOSTOL_SANTIAGO;16;HORTALEZA;443725;4480817;40.476132715285665;-3.663900705431897;917 682 780;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
63228;Centro de Día Municipal ;Peñagrande;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;;127;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2620598d1351c010VgnVCM1000000b205a0aRCRD;CALLE ISLA MALAITA, 13, 28035 MADRID;3;PEÑA_GRANDE;8;FUENCARRAL-EL_PARDO;438852;4480661;40.47437383352743;-3.7213821176789006;919 907 718;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11782;Centro de Día Municipal ;Retiro;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Sainz de Baranda;30, 56, 143, 15, 202, 215;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a17d4985261c010VgnVCM1000000b205a0aRCRD;CALLE JOSE MARTINEZ DE VELASCO, 22, 28007 MADRID;3;ESTRELLA;3;RETIRO;443346;4473992;40.41461489944016;-3.667774590446818;915 571 319;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
5439280;Centro de Día Municipal ;San_Crispín;De 8:15 a 18 horas de Lunes a Viernes.;Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.;Puerta del Ángel (L6);31, 33, 36, 39, 65;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;SI;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50c305442d44210VgnVCM1000000b205a0aRCRD;CALLE OBERTURA, 6, 28011 MADRID;2;PUERTA_DEL_ANGEL;10;LATINA;438373;4474062;40.414901194300604;-3.726380575865842;915 266 918;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
11767;Centro de Día Municipal ;San_Francisco;De 8:15 a 18 horas de Lunes a Viernes.;- Atención sociosanitaria preventiva y rehabilitadora. - Apoyo a la familia. - Aseo y cuidado personal. - Transporte adaptado. - Alimentación y nutrición.;;3, 60, 148;Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.;NO;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=129aae7cb2e4f010VgnVCM1000000b205a0aRCRD;CALLE FARMACIA, 13, 28004 MADRID;4;JUSTICIA;1;CENTRO;440686;4475097;40.42378301276458;-3.6987856754744657;917 652 279;/contenido/entidadesYorganismos/CentrosAtencionSocialMayores/CentrosDiaMayores
