PK,name,openingHours,same_as_wikidata_SubwayStation1,SubwayStation 1,same_as_wikidata_SubwayStation2,SubwayStation 2,same_as_wikidata_SubwayStation3,SubwayStation 3,busLine,description,accesibility,url,address,COD-MadridNeighborhood,same_as_wikidata_MadridNeighborhood,MadridNeighborhood,COD-District,same_as_wikidata_District,District,latitude,longitude,telephone
10911837,Miguel Delibes Cognitivo,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2042482,Ciudad_de_los_Ángeles,,,,,"23, 123","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c424b052b679610VgnVCM1000001d4a900aRCRD,"AVENIDA FELICIDAD, 24, 28041 MADRID",4,http://www.wikidata.org/entity/Q10319807,Los Rosales,17,http://www.wikidata.org/entity/Q919536,Villaverde,40.35879755119779,-3.688763441324268,913 178 684
5439859,Miguel Delibes Físico,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2042482,Ciudad_de_los_Ángeles,,,,,"23, 123","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bed22f513bd44210VgnVCM2000000c205a0aRCRD,"AVENIDA FELICIDAD, 24, 28041 MADRID",4,http://www.wikidata.org/entity/Q10319807,Los Rosales,17,http://www.wikidata.org/entity/Q919536,Villaverde,40.35879755119779,-3.688763441324268,913 603 199
5423852,Mora de Rubielos,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"77, 105, 140, 153","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4c168375b6e3210VgnVCM2000000c205a0aRCRD,"PLAZA VILLA DE CANILLEJAS, 3, 28022 MADRID",7,http://www.wikidata.org/entity/Q663013,Canillejas,20,http://www.wikidata.org/entity/Q2001937,San Blas,40.44528915549158,-3.611040332969437,917 547 731
190718,Moratalaz,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2479812,Vinateros,,,,,71,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df65c948ff940110VgnVCM2000000c205a0aRCRD,"CALLE ARROYO BELINCOSO, 13, 28030 MADRID",4,http://www.wikidata.org/entity/Q9031035,Media Legua,14,http://www.wikidata.org/entity/Q2076109,Moratalaz,40.40984323076443,-3.653030570418376,913 339 755
10047540,Nicanor Barroso,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2479437,Pavones,,,,,"8, 20.","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=378cf0e738334510VgnVCM1000001d4a900aRCRD,"CALLE ENCOMIENDA DE PALACIOS, 190, 28030 MADRID",5,http://www.wikidata.org/entity/Q10283284,Fontarrón,14,http://www.wikidata.org/entity/Q2076109,Moratalaz,40.398886698528045,-3.6420364042780338,918 429 849
122271,Orcasur,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"78, 116Renfe: Orcasitas","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f24051c8d91f010VgnVCM1000000b205a0aRCRD,"AVENIDA ORCASUR, 60, 28041 MADRID",2,http://www.wikidata.org/entity/Q10341270,Orcasur,12,http://www.wikidata.org/entity/Q953368,Usera,40.36805374722897,-3.700129656851365,917 239 270
10911854,Pablo Casals Cognitivo,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2481349,Simancas,,,,,"36, 48","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3e64b052b679610VgnVCM1000001d4a900aRCRD,"CALLE POBLADURA DEL VALLE, 13, 28037 MADRID",3,http://www.wikidata.org/entity/Q11905392,Amposta,20,http://www.wikidata.org/entity/Q2001937,San Blas,40.427500053220186,-3.6221612539614485,917 609 772
4572725,Pablo Casals Físico,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2481349,Simancas,,,,,"38, 48","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=985ed57431072110VgnVCM1000000b205a0aRCRD,"CALLE POBLADURA DEL VALLE, 13, 28037 MADRID",3,http://www.wikidata.org/entity/Q11905392,Amposta,20,http://www.wikidata.org/entity/Q2001937,San Blas,40.427500053220186,-3.6221612539614485,917 609 772
11771,Pablo Neruda,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"10, 54, 144","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ad7d4985261c010VgnVCM1000000b205a0aRCRD,"CALLE GERARDO DIEGO, 8, 28018 MADRID",4,http://www.wikidata.org/entity/Q10343901,Palomeras Sureste,13,http://www.wikidata.org/entity/Q2003054,Puente de Vallecas,40.385179370371446,-3.6444628142076514,913 806 849
4573114,Pamplona,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2055525,Estrecho,,,,,"128, 64, 126","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=763bdcb32b072110VgnVCM1000000b205a0aRCRD,"CALLE PAMPLONA, 14, 28039 MADRID",1,http://www.wikidata.org/entity/Q11908929,Bellas Vistas,6,http://www.wikidata.org/entity/Q1773540,Tetuán,40.454572302505326,-3.7052961676738767,917 547 736
117735,Parque Querol,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"7, 29, 129","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=177a8899fc81c010VgnVCM1000000b205a0aRCRD,"CALLE VELEZ RUBIO, 1, 28033 MADRID",5,http://www.wikidata.org/entity/Q11906303,Apóstol Santiago,16,http://www.wikidata.org/entity/Q1928529,Hortaleza,40.476132715285665,-3.663900705431897,917 682 780
63228,Peñagrande,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,127,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2620598d1351c010VgnVCM1000000b205a0aRCRD,"CALLE ISLA MALAITA, 13, 28035 MADRID",3,,PEÑA GRANDE,8,http://www.wikidata.org/entity/Q656196,Fuencarral-El Pardo,40.47437383352743,-3.7213821176789006,919 907 718
11782,Retiro,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2004752,Sainz_de_Baranda,,,,,"30, 56, 143, 15, 202, 215","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a17d4985261c010VgnVCM1000000b205a0aRCRD,"CALLE JOSE MARTINEZ DE VELASCO, 22, 28007 MADRID",3,http://www.wikidata.org/entity/Q3773738,Estrella,3,http://www.wikidata.org/entity/Q2002296,Retiro,40.41461489944016,-3.667774590446818,915 571 319
5439280,San Crispín,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2482152,Puerta_del_Ángel,,,,,"31, 33, 36, 39, 65","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f50c305442d44210VgnVCM1000000b205a0aRCRD,"CALLE OBERTURA, 6, 28011 MADRID",2,http://www.wikidata.org/entity/Q31142,Barrio de Puerta del Ángel,10,http://www.wikidata.org/entity/Q794954,Latina,40.414901194300604,-3.726380575865842,915 266 918
11767,San Francisco,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"3, 60, 148","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=129aae7cb2e4f010VgnVCM1000000b205a0aRCRD,"CALLE FARMACIA, 13, 28004 MADRID",4,http://www.wikidata.org/entity/Q1992319,Justicia,1,http://www.wikidata.org/entity/Q1763376,Centro,40.42378301276458,-3.6987856754744657,917 652 279
10899549,San Luciano,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2042482,Ciudad_de_los_Ángeles,,,,,"76, 116","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b295b5a17a929610VgnVCM1000001d4a900aRCRD,"CALLE SAN LUCIANO, 8, 28041 MADRID",5,http://www.wikidata.org/entity/Q390462,Los Ángeles,17,http://www.wikidata.org/entity/Q919536,Villaverde,40.36282198600647,-3.698208199521122,911 387 612
134044,San Vicente de Paúl,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q782113,Plaza_Elíptica,,,,,"47, 55, 81, 247","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=599d15a11a81c010VgnVCM1000000b205a0aRCRD,"CALLE ANTONIA LANCHA, 54, 28019 MADRID",2,http://www.wikidata.org/entity/Q3813756,Opañel,11,http://www.wikidata.org/entity/Q1001991,Carabanchel,40.386075026633925,-3.7230547190101255,915 690 673
11779,Santa Engracia,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q1113361,Iglesia,,,,,"3, 5, 16, 61","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2890a47f441f010VgnVCM2000000c205a0aRCRD,"CALLE SANTA ENGRACIA, 118, 28003 MADRID",5,http://www.wikidata.org/entity/Q10366270,Ríos Rosas,7,http://www.wikidata.org/entity/Q1763370,Chamberí,40.439987457420344,-3.700733879498953,919 907 720
36624,Teresa de Calcuta,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"101, 114, 115","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8c53b3e42751c010VgnVCM2000000c205a0aRCRD,"PLAZA NAVIO, 4, 28042 MADRID",1,http://www.wikidata.org/entity/Q760737,Alameda de Osuna,21,http://www.wikidata.org/entity/Q807230,Barajas,40.45531140556268,-3.587638001688095,919 907 715
134543,Vicálvaro,De 8:15 a 18 horas de Lunes a Viernes.,,,,,,,"106, 110","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afbd15a11a81c010VgnVCM1000000b205a0aRCRD,"AVENIDA DAROCA, 342, 28032 MADRID",1,http://www.wikidata.org/entity/Q16544374,Casco Histórico de Vicálvaro,19,http://www.wikidata.org/entity/Q589403,Vicálvaro,40.403496149688735,-3.609330588862229,919 297 217
23709,Villa de Vallecas,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q934059,Congosto,,,,,"142, 130","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9ebfe35bba51c010VgnVCM2000000c205a0aRCRD,"CALLE FUENTIDUEÑA, 16, 28031 MADRID",1,http://www.wikidata.org/entity/Q16544370,Casco Histórico de Vallecas,18,http://www.wikidata.org/entity/Q1947988,Villa de Vallecas,40.3706360093767,-3.6219089216132527,650 974 696
4998057,Vocal Vecino Justo Sierra,De 8:15 a 18 horas de Lunes a Viernes.,http://www.wikidata.org/entity/Q2462763,Herrera_Oria,,,,,67,"Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=abb6ff4092dac110VgnVCM2000000c205a0aRCRD,"CALLE FERMIN CABALLERO, 17, 28034 MADRID",5,http://www.wikidata.org/entity/Q5869740,La Paz,8,http://www.wikidata.org/entity/Q656196,Fuencarral-El Pardo,40.48604621183578,-3.7014132625735168,913 785 675
6187186,Albertia Moratalaz,De 8:15 a 18 horas de lunes a viernes.,http://www.wikidata.org/entity/Q2479437,Pavones,,,,,"20, 30, 32, 71","Documentación a aportar:   - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",true,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1297ee2c504b2310VgnVCM2000000c205a0aRCRD,"CALLE HACIENDA DE PAVONES, 261, 28030 MADRID",1,http://www.wikidata.org/entity/Q71760,Pavones,14,http://www.wikidata.org/entity/Q2076109,Moratalaz,40.39958013863809,-3.6306243083828638,913 246 800
