Num_Inscripcion,Razon_Social,Tipo_Via,Calle,Numero,Aproximacion,Cod_Postal,Poblacion,CIF,Fecha_Registro,Primer_Tlfn,Email,Internet,Distrito,Barrio,Categoria,Ambito,Num_Socios,NumInscripcion_Fed_Vinculada,RazonSocial_Fed_Vinculada
2598,ASOCIACION DE AMIGOS DEL MUSEO DEL EJERCITO DE MADRID,CALLE,PRINCIPE DE VERGARA,16,1º,28001,MADRID,G82462581,24/04/2012,915737156,amigosmuseoejercitomadrid@gmail.com,http://www.amigosmuseoejercitomadrid.com,SALAMANCA,ARGUELLES,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,42,,
2597,CLUB DEPORTIVO ELEMENTAL DEPORTE PARA DAÑO CEREBRAL ADQUIRIDO,CALLE,ISLA DE AROSA,6,5º B,28035,MADRID,G86246444,17/04/2012,625325109,info@deporteparadca.com,http://www.deporteparadca.com,FUENCARRAL-EL PARDO,PEÑA GRANDE,DEPORTIVAS,COMUNIDAD DE MADRID,199,,
2596,ASOCIACION VECINOS DE CAMPAMENTO,CALLE,FUENTESAUCO,22,LOCAL,28024,MADRID,G85511921,11/04/2012,642682796,avecinoscampamento@gmail.com,http://avcampamento.wordpress.com/,LATINA,CAMPAMENTO,VECINALES,BARRIO,322,,
2595,CORPORACION PARA LA INVESTIGACION. EL DESARROLLO SOSTENIBLE Y LA PROMOCION SOCIAL - CORPROGRESO,PASEO,VIRGEN DEL PUERTO,7,7ºB,28005,MADRID,N4801125H,11/04/2012,630365075,direccionejecutiva@corprogreso.com,,ARGANZUELA,IMPERIAL,PARA LA COOPERACIÓN AL DESARROLLO,INTERNACIONAL,4,,
2594,PEÑA MADRIDISTA BEGOÑA,CALLE,VIRGEN DE ARANZAZU,4,BAJO,28034,MADRID,G81327231,11/04/2012,607558448,penamadridistabegona@hotmail.es,,FUENCARRAL-EL PARDO,VALVERDE,DEPORTIVAS,COMUNIDAD DE MADRID,28,,
2593,CORAL ESTELA DE SAN MATIAS,CALLE,OPON,2,2º DCHA,28033,MADRID,G86067501,28/03/2012,917637960,cesteladesanmatias@gmail.com,,HORTALEZA,PINAR DEL REY,CULTURALES Y CASAS REGIONALES,ESTATAL,29,,
2592,CLUB DEPORTIVO ELEMENTAL DE FUTBOL ALTO DEL ARENAL,CALLE,CARLOS SOLE,4,5ºD,28038,MADRID,G86088325,26/03/2012,917776829,,,PUENTE VALLECAS,PORTAZGO,DEPORTIVAS,COMUNIDAD DE MADRID,3,,
2591,ASOCIACION PROMOCION DE LA INTEGRACION EN ESPAÑA - APROINE,CALLE,VIRGEN DE LOURDES,26,LOCAL 6 POSTERIOR,28027,MADRID,G86426004,22/03/2012,911152913,aproine@hotmail.com,,CIUDAD LINEAL,CONCEPCION,OTRAS DE ACCIÓN SOCIAL,ESTATAL,12,,
2590,CLUB DEPORTIVO ELEMENTAL KIME STAR III,CALLE,ZAZUAR,13,LOCAL,28031,MADRID,G84745041,22/03/2012,913321278, carmenmaxestrella@hotmail.com,,VILLA VALLECAS,SANTA EUGENIA,DEPORTIVAS,COMUNIDAD DE MADRID,85,,
259,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO CIUDAD DE ZARAGOZA,CL,MANUEL AGUILAR MUÑOZ,,1,28042,MADRID,G28483410,23/11/1988,648777106,ampacolegiozaragoza@gmail.com,http://www.ampacolegiozaragoza.org/,BARAJAS,ALAMEDA DE OSUNA,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,445,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2589,ASOCIACION HIJOS DE MUQUI,CALLE,ALCANTARA,69,BAJO B,28006,MADRID,G85785913,15/03/2012,636038075,hijosdemuqui@hotmail.com,,SALAMANCA,LISTA,DE INMIGRANTES,COMUNIDAD DE MADRID,39,,
2588,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO SALESIANOS ATOCHA DE MADRID,RONDA,ATOCHA,27,,28012,MADRID,G78010741,28/02/2012,652461815,salesianosatochaampa@gmail.com,http://www.ampasalesianosatocha.com,ARGANZUELA,PALOS DE MOGUER,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,650,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
2587,ASOCIACION AULA CULTURAL DE FOMENTO,PASEO,CASTELLANA,67,DESPACHO B-103 (MINISTERIO DE FOMENTO),28046,MADRID,G28872281,20/02/2012,915977058,aulacultural@fomento.es,,CHAMBERI,RIOS ROSAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,205,,
2586,ASOCIACION FUTURO PAU DE CARABANCHEL,CALLE,JACOBEO,62,A-1ºB,28054,MADRID,G86338076,21/02/2012,915116667,,,CARABANCHEL,BUENAVISTA,VECINALES,COMUNIDAD DE MADRID,26,,
2585,ASOCIACION CORRAL DEL PRINCIPE,CALLE,MARTIN SOLER,2,1º DCHA,28045,MADRID,G85750693,20/02/2012,914671136,conchamarcosi@yahoo.es,,ARGANZUELA,PALOS DE MOGUER,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,6,,
2583,ASOCIACION DE EMPRESARIOS DE ESTABLECIMIENTOS DE JUEGO Y OCIO DE MADRID (A.E.J.O.M.A),CALLE,ABADA,2,5º OFICINA 3,28013,MADRID,G83031963,20/02/2012,915210360,carmenzornoza@icam.es,http://aejoma.es,CENTRO,SOL,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,18,,
2582,"ASOCIACION PEÑA TAURINA ""PUERTA DE MADRID""",CALLE,EGIPTO,4,,28037,MADRID,G80653603,14/02/2012,913041178,,,SAN BLAS-CANILLEJAS,SIMANCAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,14,,
2581,INAEQUO,CALLE,TRIBULETE,12,BAJO INTERIOR,28012,MADRID,G84465764,10/02/2012,670093530,antprados@gmail.com,http://www.imaequo.org,CENTRO,EMBAJADORES,OTRAS DE ACCIÓN SOCIAL,ESTATAL,22,,
2580,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO PUBLICO MADRID SUR,CALLE,PUERTO DE BALBARAN,133,,28018,MADRID,G82146218,13/02/2012,915074698,ampamadridsur@gmail.com,,PUENTE VALLECAS,PALOMERAS BAJAS,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,170,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2579,ALHARACA. INVESTIGACION Y DESARROLLO,GLORIETA,VALLE DE ORO,9,10º PTA 1,28019,MADRID,,10/02/2012,917188696,,,CARABANCHEL,OPAÑEL,CULTURALES Y CASAS REGIONALES,ESTATAL,30,,
2578,CIRCULO MADRILEÑO FERROVIARIO,CALLE,TURMALINA,17,,28045,MADRID,G82005521,13/02/2012,676333089,info@cimaf.es,http://www.cimaf.es,ARGANZUELA,DELICIAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,69,,
2577,ASOCIACION DEPORTIVA HORTALEZA,CALLE,ISABEL CLARA EUGENIA,22, C-5ºB,28050,MADRID,G86000171,07/02/2012,601015773,info@adhortaleza.es,,HORTALEZA,VALDEFUENTES,DEPORTIVAS,COMUNIDAD DE MADRID,30,,
2576,ASOCIACION NACIONAL DE TASADORES Y PERITOS JUDICIALES INFORMATICOS,CALLE,SAN ANASTASIO,4,,28005,MADRID,G86165743,07/02/2012,914697644,presidente@antpji.com,http://www.antpji.com,ARGANZUELA,ACACIAS,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,ESTATAL,325,,
2575,ASOCIACION DE RUMANOS DE LA COMUNIDAD DE MADRID - ARCOM,CALLE,FRANCISCO REMIRO,30,3º,28028,MADRID,G85389831,02/02/2012,911887011,asociacionarcom@gmail.com,,SALAMANCA,GUINDALERA,DE INMIGRANTES,COMUNIDAD DE MADRID,2948,,
2574,"CORO ROCIERO ""AL-ALBA""",CALLE,ALFONSO RODRIGUEZ CASTELAO,28,LOCAL 38,28035,MADRID,G80901721,01/02/2012,913860011,,,FUENCARRAL-EL PARDO,PEÑA GRANDE,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,11,,
2573,ASOCIACION HUMANISTA BARRIO DEL PILAR,CALLE,PONFERRADA,4,BAJO,28029,MADRID,G81020315,02/02/2012,617722444,proyectoshumanistas@yahoo.es,http://www.humanistasbarriodelpilar.blogspot.com.es,FUENCARRAL-EL PARDO,EL PILAR,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,10,,
2572,EL MOVIMIENTO RENACENTISTA DE DOMINICANOS EN ESPAÑA,CALLE,ARCHIDUQUE ALBERTO,21,1ºF,28050,MADRID,G85680528,24/01/2012,917501627,movimiento.renacentista.morde@gmail.com,,HORTALEZA,VALDEFUENTES,DE INMIGRANTES,COMUNIDAD DE MADRID,139,,
2571,ASOCIACION CULTURAL FOTOGRAFICA LUX,CALLE,BULGARIA,14,3º - L,28032,MADRID,G86058484,24/01/2012,618775873,contacto@acflux.es,http://www.acflux.es,SAN BLAS-CANILLEJAS,ARCOS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,40,,
2570,ASOCIACION DEPORTIVO-CULTURAL ROSA LUXEMBURGO DE ARAVACA,URB.,ROSA LUXEMBURGO DE ARAVACA,S/N,,28023,MADRID,G79919288,18/01/2012,913574228,acrola3@telefonica.net,http://www.acrola.org,MONCLOA-ARAVACA,,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,500,320,COORDINADORA ASOCIACIONES CULTURALES DE MADRID - COACUM
2569,"ASOCIACION DE PERSONAS CON DIVERSIDAD FUNCIONAL. FAMILIA Y AMIGOS ""APAM""",CALLE,JAEN,32,BAJO,28020,MADRID,G28500999,17/01/2012,915333722,direccion@apamja.org,http://www.apamja.org,TETUAN,CUATRO CAMINOS,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,75,1357,FEDERACION DE ASOCIACIONES DE PERSONAS CON DISCAPACIDAD FISICA Y ORGANICA DE LA COMUNIDAD DE MADRID. FAMMA-COCEMFE MADRID
2567,ASOCIACION VIVA DE LUZ MUJER PARA CRECER - AVILMUJERC,CALLE,VILLAJOYOSA,90,B-A,28041,MADRID,G85724771,10/01/2012,655419150,ceciliaogarciam@hotmail.es,http://www.avilmujerc.org,VILLAVERDE,LOS ROSALES,DE MUJERES,ESTATAL,5,,
2566,CLUB DEPORTIVO ELEMENTAL EL ARBOL,CALLE,VILLARTA,2,,28053,MADRID,G84070952,10/01/2012,615578490,clubdeportivoelarbol@clubdeportivoelarbol.org,http://www.clubdeportivoelarbol.org,PUENTE VALLECAS,ENTREVIAS,DEPORTIVAS,COMUNIDAD DE MADRID,93,,
2565,ASOCIACION DE AFECTADOS DE LA GLORIETA DE EMBAJADORES DE MADRID POR LAS ACTIVIDADES DE LAS DENOMINADAS CUNDAS O TAXIS DE LA DROGA,CALLE,ALONSO DEL BARCO,3,BAJO,28012,MADRID,G85237063,10/01/2012,607219775,afectadoscundasembajadores@gmail.com,,ARGANZUELA,PALOS DE MOGUER,VECINALES,COMUNIDAD DE MADRID,217,,
2564,ASOCIACION OBSERVATORIO DE LA EXCLUSION SOCIAL Y LOS PROCESOS DE INCLUSION EN LA COMUNIDAD DE MADRID (OEISM),CALLE,YUSTE,15,1ºA,28053,MADRID,G86287919,12/01/2012,629146569,observatorioinclusion@gmail.com,http://www.observatorioinclusion.wordpress.com,PUENTE VALLECAS,ENTREVIAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,20,,
2563,ASOCIACION DE ANTIGUOS ALUMNOS DEL COLEGIO HERMANOS AMOROS,CALLE,JOAQUIN TURINA,37,,28044,MADRID,G82103318,11/01/2012,915111130,antiguosalumnos@colegioamoros.org,http://antiguosamoros.wordpress.com,CARABANCHEL,BUENAVISTA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,280,2354,FEDERACION MADRILEÑA DE ESCULTISMO (F.M.E.)
2563,ASOCIACION DE ANTIGUOS ALUMNOS DEL COLEGIO HERMANOS AMOROS,CALLE,JOAQUIN TURINA,37,,28044,MADRID,G82103318,11/01/2012,915111130,antiguosalumnos@colegioamoros.org,http://antiguosamoros.wordpress.com,CARABANCHEL,BUENAVISTA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,280,775,FEDERACION CATOLICA  DE ASOCIACIONES DE PADRES DE FAMILIA Y PADRES DE ALUMNOS DE MADRID - FECAPA
2562,ASOCIACION ESPIRITUAL MUNDIAL BRAHMA KUMARIS,CALLE,ORENSE,26,1º - PUERTAS 3 Y 12,28020,MADRID,G58967761,21/12/2011,915229498,,,TETUAN,CUATRO CAMINOS,CULTURALES Y CASAS REGIONALES,INTERNACIONAL,658,1746,FEVOCAM-PLATAFORMA DE ENTIDADES DE VOLUNTARIADO DE LA COMUNIDAD AUTONOMA DE MADRID
2561,MATRIMONIOS PARA CRISTO,CALLE,ZAMORA,25,1º,28039,MADRID,G84509181,22/12/2011,914591134,,,TETUAN,BELLAS VISTAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,57,,
256,AGRUPACION  CASTIZA EL ORGULLO DE MADRID,CALLE,BAILEN,27,5ºD,28005,MADRID,G78923273,14/11/1988,679754897,elorgullodemadrid@hotmail.com,http://www.elorgullodemadrid.jimdo.com	,CENTRO,PALACIO,CULTURALES Y CASAS REGIONALES,MUNICIPIO,49,2716,FEDERACION DE GRUPOS TRADICIONALES MADRILEÑOS
2557,ASOCIACION DE INVESTIGACION. PREVENCION E INTERVENCION DEL SUICIDIO,CUESTA,SAN VICENTE,4,6º,28008,MADRID,G85722502,16/12/2011,644549957,info@redaipis.org,http://www.redaipis.org,MONCLOA-ARAVACA,ARGUELLES,OTRAS DE ACCIÓN SOCIAL,ESTATAL,45,,
2556,ASOCIACION A.C.U. AUTONOMOS Y COMERCIANTES UNIDOS DE LAS ROSAS. SAN BLAS Y CANILLEJAS,CALLE,VIRGEN DE LA OLIVA,53,LOCAL 1 POSTERIOR,28037,MADRID,G85423754,16/12/2011,913272351,info@asociacionacu.com,http://www.asociacionacu.com,SAN BLAS-CANILLEJAS,SIMANCAS,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,12,2098,FEDERACION DE EMPRESARIOS DE LA COMUNIDAD DE MADRID - FEDECAM
2555,CLUB DEPORTIVO ELEMENTAL CHITO CASA DE CAMPO,CALLE,SANTA AUREA,17,4ºC (FELIPE LOPEZ),28011,MADRID,G84347582,16/12/2011,914794987,,,LATINA,PUERTA DEL ANGEL,DEPORTIVAS,COMUNIDAD DE MADRID,10,,
2554,ASOCIACION CULTURAL DE DEFENSA DE VALORES AFRICANOS - ACUDEVA,AVENIDA,REAL DE PINTO,79,NAVE 8. POLIGONO DE VILLAVERDE ALTO,28021,MADRID,G83748202,16/12/2011,629165071,mujeresinmig@yahoo.es,http://www.acudeva.org,VILLAVERDE,VILLAVERDE ALTO C.H.,PARA LA COOPERACIÓN AL DESARROLLO,COMUNIDAD DE MADRID,301,,
2553,ASOCIACION DE USUARIOS Y AMIGOS DEL PERRO GUIA DE MADRID,CALLE,PRIM,3,,28004,MADRID,G82415050,07/12/2011,,,,CENTRO,JUSTICIA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,148,,
2552,ASOCIACION DE PERFUMISTAS Y DROGUEROS DE LA PROVINCIA DE MADRID,CALLE,SANTA ENGRACIA,17,3º. PUERTA 2,28010,MADRID,G28603660,23/11/2011,628771959,apdcam@gmail.com,http://www.apdcam.es,CHAMBERI,TRAFALGAR,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,23,,
2551,CLUB DEPORTIVO ELEMENTAL ARROYOFRESNO,CALLE,PEÑA HORCAJO,11,PORTAL A - 4º A,28035,MADRID,G85705408,05/12/2011,659235927,cdarroyofresno@hotmail.com,http://www.cdarroyofresno.com,FUENCARRAL-EL PARDO,MIRASIERRA,DEPORTIVAS,COMUNIDAD DE MADRID,285,,
2550,COLEGIO DE PSICOANALISIS,CALLE,PEDRO HEREDIA,8,4º IZDA.,28028,MADRID,G82161217,01/12/2011,914454581,copsicoana@cop.es,http://www.colpsicoanalisis-madrid.com,SALAMANCA,FUENTE DEL BERRO,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,41,,
255,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO JOAQUIN COSTA,PASEO,PONTONES,8,,28005,MADRID,G28664712,21/11/1988,913665579,administracion@ampajoaquincosta.com,http://www.ampajoaquincosta.com,ARGANZUELA,IMPERIAL,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,874,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2549,ASOCIACION INDEPENDIENTE DE JOVENES EMPRESARIOS DE MADRID (AJE-MADRID),CALLE,MATILDE DIEZ,11,,28002,MADRID,G28961746,01/12/2011,913641055,infoaje@ajemadrid.es,http://www.ajemadrid.es,CHAMARTIN,CIUDAD JARDIN,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,1287,2200,CONFEDERACION DEL COMERCIO ESPECIALIZADO DE LA COMUNIDAD DE MADRID - COCEM
2547,CENTRO GALLEGO DE MADRID,CALLE,CARRETAS,14,3ª PLANTA,28012,MADRID,G28434389,01/12/2011,910704229,centrogallegodemadrid@hotmail.com,http://www.centrogallegodemadrid.es,CENTRO,SOL,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,115,243,FEDERACION DE CASAS REGIONALES EN MADRID
2546,ASOCIACION DE CUIDADORES CUIDATE-CUIDALE,AVENIDA,MORATALAZ,99,PISO 7ºD,28030,MADRID,G86240009,02/12/2011,914700874,cuidatecuidale@gmail.com,,MORATALAZ,MEDIA LEGUA,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,40,,
2545,CLUB DEPORTIVO CAMPAMENTO,PASEO,EXTREMADURA,324,CAFETERIA BUDA CHE,28024,MADRID,G79966073,30/11/2011,629536029,,,LATINA,CAMPAMENTO,DEPORTIVAS,SIN DETERMINAR,39,,
2544,CLUB DEPORTIVO ELEMENTAL SANTIAGO APOSTOL VILLAVERDE,CALLE,ESTEFANITA,S/N,LOCAL 5 ESQUINA CALLE CANCHAL,28021,MADRID,G86497666,24/11/2011,675752586,cdsantiagoapostol@gmail.com,www.cdsantiagoapostol.com,VILLAVERDE,LOS ROSALES,DEPORTIVAS,COMUNIDAD DE MADRID,5,,
2543,ASOCIACION DE PADRES Y AMIGOS DE LOS SORDOS (ASPAS-MADRID),CALLE,ELVIRA C/V LEON BONNAT,17,LOCAL,28028,MADRID,G28653111,29/11/2011,917250745,administracion@aspasmadrid.org,http://www.aspasmadrid.org,SALAMANCA,GUINDALERA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,170,2017,FEDERACION MADRILEÑA DE ASOCIACIONES DE PADRES Y AMIGOS DE LOS SORDOS - FEMAPAS
2542,ASOCIACION MIASTENIA DE ESPAÑA - AMES,CALLE,VALENCIA,6,,46200,PAIPORTA,G91803049,24/11/2011,610568550,info@miastenia.ong,http://www.miastenia.ong,LATINA,,DE SALUD Y APOYO MUTUO,ESTATAL,482,,
2541,CLUB DE LEONES CHAMBERI-MADRID,CALLE,JAVIER DE MIGUEL,9,,28018,MADRID,G79047312,23/11/2011,,,,PUENTE VALLECAS,PALOMERAS BAJAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,15,,
2540,ASOCIACION DE FAMILIAS GITANAS SUETI ROMANIS,CALLE,CRISTO DE LA VICTORIA,185,1º IZQ,28026,MADRID,G85417350,22/11/2011,911629088,,,USERA,PRADOLONGO,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,49,,
2538,ASOCIACION MADRILEÑA DE ENFERMOS DE LUPUS Y AMIGOS (A.M.E.L.Y.A.),CALLE,MARTINEZ IZQUIERDO,40,,28028,MADRID,G81359275,14/11/2011,665588718,info@lupusmadrid.com,http://www.lupusmadrid.com,SALAMANCA,GUINDALERA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,427,1357,FEDERACION DE ASOCIACIONES DE PERSONAS CON DISCAPACIDAD FISICA Y ORGANICA DE LA COMUNIDAD DE MADRID. FAMMA-COCEMFE MADRID
2537,CORO ALDEBARAN,AVENIDA,CANTABRIA,17,4º PTA. 1,28042,MADRID,G83379123,14/11/2011,651532426,coroaldebaran@gmail.com,http://www.coroaldebaran.com,BARAJAS,ALAMEDA DE OSUNA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,112,,
2535,ASOCIACION CENTRO DE DIRECCION DE RECURSOS HUMANOS,CALLE,FRANCOS RODRIGUEZ,47,1º DCHA,28039,MADRID,G84738061,11/11/2011,914292813,,,TETUAN,BELLAS VISTAS,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,COMUNIDAD DE MADRID,867,,
2534,SOLIDARIDAD CON AMERICA LATINA - MADRID (SAL-MADRID),AVENIDA,BRASILIA,11,PORTAL 11,28028,MADRID,G81304222,07/11/2011,691140573,ongsal@menesianos.org,http://www.ongsal.org,SALAMANCA,GUINDALERA,PARA LA COOPERACIÓN AL DESARROLLO,COMUNIDAD DE MADRID,147,,
2533,COLECTIVO LITERARIO TIRARSE AL FOLIO,CALLE,ARDEMANS,40,5ºH,28028,MADRID,G85625929,07/11/2011,687272389,tirarsealfolio@gmail.com,,SALAMANCA,GUINDALERA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,10,,
2531,ASAMBLEA VECINAL LA PLAYA DE LAVAPIES,CALLE,PROVISIONES,24,4ºB,28012,MADRID,G86032471,28/10/2011,,avvlaplayadelavapies@gmail.com,,CENTRO,EMBAJADORES,VECINALES,DISTRITO,6,,
2530,AGRUPACION DEPORTIVA DE ANTIGUOS ALUMNOS/AS DON BOSCO-SALESIANOS PASEO,CALLE,REPULLES Y VARGAS,11,(COLEGIO),28011,MADRID,G80409261,03/10/2011,914640050,assboscopaseo@hotmail.com,,LATINA,PUERTA DEL ANGEL,DEPORTIVAS,ESTATAL,22,,
2529,ASOCIACION MORADAS POR LA INCLUSION SOCIAL FEMENINA,CALLE,CABESTREROS,8,1º EXT. DCHA,28012,MADRID,G86245412,26/09/2011,622437136,asociacionmoradas@gmail.com,www.asociacionmoradas.org,CENTRO,EMBAJADORES,DE MUJERES,COMUNIDAD DE MADRID,20,,
2528,ASOCIACION CULTURAL LA BAGATELA,CALLE,TRES PECES,34,BAJO,28012,MADRID,G85674935,31/08/2011,690086766,vivalabagatela@gmail.com,http://www.vivalabagatela.com,CENTRO,EMBAJADORES,CULTURALES Y CASAS REGIONALES,MUNICIPIO,300,,
2527,ASOCIACION TENTEMPIE DE ARGANDA DEL REY,AVENIDA,MEDITERRANEO,35,ESC. DCHA-2ºD,28007,MADRID,G84401819,31/08/2011,667454431,,,RETIRO,NIÑO JESUS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,120,,
2526,ASOCIACION AULA DE ARTE. EL BUEN PASTOR (A.B.P.),AVENIDA,CANTABRIA,4,,28042,MADRID,G86253143,25/08/2011,917651150,tomaspriego@tomaspriego.jazztel.es,,BARAJAS,ALAMEDA DE OSUNA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,36,,
2525,ASOCIACION LA BADANA,CALLE,CARNERO,4,1º DCHA,28005,MADRID,G84141274,25/08/2011,914677295,,,CENTRO,EMBAJADORES,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,77,,
2524,MUJERES EN ZONA DE CONFLICTO - MZC,CALLEJON,MURCIA,6,local,28017,MADRID,G14422075,25/08/2011,957082000,notificaciones@mzc.es,http://www.mzc.es,CIUDAD LINEAL,IMPERIAL,DE MUJERES,ESTATAL,316,2936,ASOCIACION RED DE ONGD DE MADRID
2523,CLUB DEPORTIVO SAN CRISTOBAL DE LOS ANGELES,CALLE,ROCAFORT,7,1ºC,28021,MADRID,G79477253,25/08/2011,915052529,cdsancristobaldelosangeles@hotmail.com,,VILLAVERDE,SAN CRISTOBAL,DEPORTIVAS,COMUNIDAD DE MADRID,26,,
2522,OTRO TIEMPO,CALLE,DUQUE DE FERNAN NUÑEZ,2,1º,28012,MADRID,G85835908,25/08/2011,692287124,proyectos@otrotiempo.org,http://www.otrotiempo.org,ARGANZUELA,EMBAJADORES,OTRAS DE ACCIÓN SOCIAL,ESTATAL,58,,
2521,ASOCIACION LINEA 10,CALLE,MANUEL MUÑOZ,14,2ºA,28026,MADRID,G85833010,25/08/2011,914757064,asociacionlinea10@gmail.com,,USERA,ALMENDRALES,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,47,,
2520,ASOCIACION PRO DESARROLLO Y GESTION GLOBAL - PRODES,CALLE,ALAMEDA DEL VALLE,34,4º 18,28051,MADRID,G22360127,25/08/2011,974710050,direccion@prodes.org,http://www.prodes.org,VILLA VALLECAS,ENSANCHE DE VALLECAS,OTRAS DE ACCIÓN SOCIAL,ESTATAL,50,,
252,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO SAN CARLOS,CALLE,GEOLOGIA,2,,28021,MADRID,G79547337,18/11/1988,610984281,ampasancarlos2011@hotmail.com,,VILLAVERDE,VILLAVERDE ALTO C.H.,DE MADRES Y PADRES DEL ALUMNADO,MUNICIPIO,52,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2519,"ASOCIACION CRISTIANA. SOCIAL. CULTURAL ""TUS PASOS EN EL CAMINO""",CALLE,SAN MARIANO,113,LOCAL,28022,MADRID,G86242609,25/08/2011,913313666,ministeriopazyamor@live.com,,SAN BLAS-CANILLEJAS,CANILLEJAS,OTRAS DE ACCIÓN SOCIAL,DISTRITO,31,,
2517,ASOCIACION DE MUJERES EMPRESARIAS IBEROAMERICANAS - PACHAMAMA,CALLE,ORENSE,36,ESC IZQDA. 1º D,28020,MADRID,G85392363,19/07/2011,622310849,info@asociacionpachamama.org,http://www.asociacionpachamama.org,TETUAN,CUATRO CAMINOS,DE MUJERES,ESTATAL,1830,,
2516,ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL INSTITUTO DE EDUCACION SECUNDARIA PARQUE ALUCHE,CALLE,MAQUEDA,86,,28024,MADRID,G28874733,04/07/2011,630710774,luciabg.66@gmail.com,,LATINA,ALUCHE,DE MADRES Y PADRES DEL ALUMNADO,DISTRITO,18,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
2515,ASOCIACION ARTISTICA CULTURAL LATINOAMERICANA SAN PEDRO DE CAYAMBE - ACLASPEC,CALLE,CULLERA,3,9º A,28047,MADRID,G86192465,01/07/2011,602527671,presidencia-aclaspec@hotmail.es,,LATINA,LUCERO,CULTURALES Y CASAS REGIONALES,INTERNACIONAL,11,,
